,Show,EpId,ClipId,SEP28k-T,SEP28k-D,Prolongation,Block,SoundRep,WordRep,Interjection,NoStutteredWords,filepath
7572,MyStutteringLife,38,23,test,test,0,0,0,0,0,3,SEP-28k_CLIP/MyStutteringLife/38/MyStutteringLife_38_23.wav
7573,MyStutteringLife,38,24,test,test,2,0,0,0,0,1,SEP-28k_CLIP/MyStutteringLife/38/MyStutteringLife_38_24.wav
7574,MyStutteringLife,38,25,test,test,0,2,0,0,2,2,SEP-28k_CLIP/MyStutteringLife/38/MyStutteringLife_38_25.wav
7575,MyStutteringLife,38,26,train,dev,0,0,0,2,1,1,SEP-28k_CLIP/MyStutteringLife/38/MyStutteringLife_38_26.wav
7576,MyStutteringLife,38,27,train,dev,0,1,1,1,0,0,SEP-28k_CLIP/MyStutteringLife/38/MyStutteringLife_38_27.wav
7577,MyStutteringLife,38,28,test,test,1,0,0,0,1,2,SEP-28k_CLIP/MyStutteringLife/38/MyStutteringLife_38_28.wav
7578,MyStutteringLife,38,29,test,test,1,1,0,0,1,2,SEP-28k_CLIP/MyStutteringLife/38/MyStutteringLife_38_29.wav
7579,MyStutteringLife,38,30,train,dev,0,1,0,0,3,2,SEP-28k_CLIP/MyStutteringLife/38/MyStutteringLife_38_30.wav
7580,MyStutteringLife,38,31,train,dev,2,0,0,1,3,1,SEP-28k_CLIP/MyStutteringLife/38/MyStutteringLife_38_31.wav
7581,MyStutteringLife,38,32,test,test,0,0,0,0,0,3,SEP-28k_CLIP/MyStutteringLife/38/MyStutteringLife_38_32.wav
7582,MyStutteringLife,38,33,train,dev,0,1,0,1,2,1,SEP-28k_CLIP/MyStutteringLife/38/MyStutteringLife_38_33.wav
7583,MyStutteringLife,38,34,train,dev,0,0,1,3,3,0,SEP-28k_CLIP/MyStutteringLife/38/MyStutteringLife_38_34.wav
7584,MyStutteringLife,38,35,test,test,0,1,0,0,0,2,SEP-28k_CLIP/MyStutteringLife/38/MyStutteringLife_38_35.wav
7585,MyStutteringLife,38,36,test,test,0,0,0,0,1,3,SEP-28k_CLIP/MyStutteringLife/38/MyStutteringLife_38_36.wav
7586,MyStutteringLife,38,37,test,test,0,0,0,0,0,3,SEP-28k_CLIP/MyStutteringLife/38/MyStutteringLife_38_37.wav
7587,MyStutteringLife,38,38,test,test,0,0,0,0,2,3,SEP-28k_CLIP/MyStutteringLife/38/MyStutteringLife_38_38.wav
7588,MyStutteringLife,38,39,train,dev,0,0,0,0,0,3,SEP-28k_CLIP/MyStutteringLife/38/MyStutteringLife_38_39.wav
7589,MyStutteringLife,39,0,train,dev,0,0,0,0,0,3,SEP-28k_CLIP/MyStutteringLife/39/MyStutteringLife_39_0.wav
7590,MyStutteringLife,39,1,test,test,0,0,0,0,1,3,SEP-28k_CLIP/MyStutteringLife/39/MyStutteringLife_39_1.wav
7591,MyStutteringLife,39,2,test,test,0,0,0,0,0,3,SEP-28k_CLIP/MyStutteringLife/39/MyStutteringLife_39_2.wav
7592,MyStutteringLife,39,3,test,test,1,1,0,0,0,1,SEP-28k_CLIP/MyStutteringLife/39/MyStutteringLife_39_3.wav
7593,MyStutteringLife,39,4,test,test,0,0,0,0,0,3,SEP-28k_CLIP/MyStutteringLife/39/MyStutteringLife_39_4.wav
7594,MyStutteringLife,39,5,test,test,1,1,0,1,3,0,SEP-28k_CLIP/MyStutteringLife/39/MyStutteringLife_39_5.wav
7595,MyStutteringLife,39,6,train,dev,1,0,0,1,3,1,SEP-28k_CLIP/MyStutteringLife/39/MyStutteringLife_39_6.wav
7596,MyStutteringLife,39,7,test,test,0,0,0,0,1,3,SEP-28k_CLIP/MyStutteringLife/39/MyStutteringLife_39_7.wav
7597,MyStutteringLife,39,8,test,test,1,0,0,0,0,2,SEP-28k_CLIP/MyStutteringLife/39/MyStutteringLife_39_8.wav
7598,MyStutteringLife,39,9,test,test,0,1,0,0,3,2,SEP-28k_CLIP/MyStutteringLife/39/MyStutteringLife_39_9.wav
7599,MyStutteringLife,39,10,test,test,0,0,0,0,3,3,SEP-28k_CLIP/MyStutteringLife/39/MyStutteringLife_39_10.wav
7600,MyStutteringLife,39,11,test,test,0,0,0,0,0,3,SEP-28k_CLIP/MyStutteringLife/39/MyStutteringLife_39_11.wav
7601,MyStutteringLife,39,12,test,test,0,0,0,0,0,3,SEP-28k_CLIP/MyStutteringLife/39/MyStutteringLife_39_12.wav
7602,MyStutteringLife,39,13,test,test,0,1,0,0,1,2,SEP-28k_CLIP/MyStutteringLife/39/MyStutteringLife_39_13.wav
7603,MyStutteringLife,39,14,train,dev,1,0,0,0,2,2,SEP-28k_CLIP/MyStutteringLife/39/MyStutteringLife_39_14.wav
7604,MyStutteringLife,39,15,test,test,0,0,1,3,2,0,SEP-28k_CLIP/MyStutteringLife/39/MyStutteringLife_39_15.wav
7605,MyStutteringLife,39,16,test,test,0,0,0,0,2,3,SEP-28k_CLIP/MyStutteringLife/39/MyStutteringLife_39_16.wav
7606,MyStutteringLife,39,17,test,test,0,0,0,0,3,3,SEP-28k_CLIP/MyStutteringLife/39/MyStutteringLife_39_17.wav
7607,MyStutteringLife,39,18,test,test,0,0,0,0,0,3,SEP-28k_CLIP/MyStutteringLife/39/MyStutteringLife_39_18.wav
7608,MyStutteringLife,39,19,test,test,0,0,0,1,2,2,SEP-28k_CLIP/MyStutteringLife/39/MyStutteringLife_39_19.wav
7609,MyStutteringLife,39,20,test,test,1,0,0,0,0,2,SEP-28k_CLIP/MyStutteringLife/39/MyStutteringLife_39_20.wav
7610,MyStutteringLife,39,21,test,test,0,0,0,0,0,3,SEP-28k_CLIP/MyStutteringLife/39/MyStutteringLife_39_21.wav
7611,MyStutteringLife,39,22,train,dev,0,2,2,0,2,0,SEP-28k_CLIP/MyStutteringLife/39/MyStutteringLife_39_22.wav
7612,MyStutteringLife,39,23,test,test,0,0,0,0,1,3,SEP-28k_CLIP/MyStutteringLife/39/MyStutteringLife_39_23.wav
7613,MyStutteringLife,39,24,train,dev,0,2,3,0,0,0,SEP-28k_CLIP/MyStutteringLife/39/MyStutteringLife_39_24.wav
7614,MyStutteringLife,39,25,train,dev,1,0,0,0,1,3,SEP-28k_CLIP/MyStutteringLife/39/MyStutteringLife_39_25.wav
7615,MyStutteringLife,39,26,test,test,0,1,0,1,1,1,SEP-28k_CLIP/MyStutteringLife/39/MyStutteringLife_39_26.wav
7616,MyStutteringLife,39,27,test,test,0,0,0,0,2,3,SEP-28k_CLIP/MyStutteringLife/39/MyStutteringLife_39_27.wav
7617,MyStutteringLife,39,28,test,test,0,0,0,0,2,3,SEP-28k_CLIP/MyStutteringLife/39/MyStutteringLife_39_28.wav
7618,MyStutteringLife,39,29,test,test,0,0,0,0,3,3,SEP-28k_CLIP/MyStutteringLife/39/MyStutteringLife_39_29.wav
7619,MyStutteringLife,39,30,train,dev,0,3,0,0,0,0,SEP-28k_CLIP/MyStutteringLife/39/MyStutteringLife_39_30.wav
7620,MyStutteringLife,39,31,train,dev,0,1,0,1,1,2,SEP-28k_CLIP/MyStutteringLife/39/MyStutteringLife_39_31.wav
7621,MyStutteringLife,39,32,test,test,0,0,0,0,2,3,SEP-28k_CLIP/MyStutteringLife/39/MyStutteringLife_39_32.wav
7622,MyStutteringLife,39,33,test,test,1,1,0,1,3,1,SEP-28k_CLIP/MyStutteringLife/39/MyStutteringLife_39_33.wav
7623,MyStutteringLife,39,34,train,dev,0,0,1,0,1,2,SEP-28k_CLIP/MyStutteringLife/39/MyStutteringLife_39_34.wav
7624,MyStutteringLife,39,35,test,test,0,1,2,1,1,0,SEP-28k_CLIP/MyStutteringLife/39/MyStutteringLife_39_35.wav
7625,MyStutteringLife,39,36,test,test,0,0,0,0,1,3,SEP-28k_CLIP/MyStutteringLife/39/MyStutteringLife_39_36.wav
7626,MyStutteringLife,39,37,test,test,0,0,0,0,0,3,SEP-28k_CLIP/MyStutteringLife/39/MyStutteringLife_39_37.wav
7627,MyStutteringLife,39,38,test,test,0,2,1,1,1,0,SEP-28k_CLIP/MyStutteringLife/39/MyStutteringLife_39_38.wav
7628,MyStutteringLife,39,39,train,dev,0,1,0,0,3,2,SEP-28k_CLIP/MyStutteringLife/39/MyStutteringLife_39_39.wav
7629,StrongVoices,0,0,train,dev,0,1,0,0,0,3,SEP-28k_CLIP/StrongVoices/0/StrongVoices_0_0.wav
7630,StrongVoices,0,1,train,dev,0,0,0,0,0,3,SEP-28k_CLIP/StrongVoices/0/StrongVoices_0_1.wav
7631,StrongVoices,0,2,train,dev,0,1,0,0,0,3,SEP-28k_CLIP/StrongVoices/0/StrongVoices_0_2.wav
7632,StrongVoices,0,3,train,dev,0,1,0,0,0,2,SEP-28k_CLIP/StrongVoices/0/StrongVoices_0_3.wav
7633,StrongVoices,0,4,train,dev,2,2,0,0,0,0,SEP-28k_CLIP/StrongVoices/0/StrongVoices_0_4.wav
7634,StrongVoices,0,5,dev,train,0,0,0,0,0,3,SEP-28k_CLIP/StrongVoices/0/StrongVoices_0_5.wav
7635,StrongVoices,0,6,train,dev,1,0,0,0,0,2,SEP-28k_CLIP/StrongVoices/0/StrongVoices_0_6.wav
7636,StrongVoices,0,7,dev,train,0,0,0,0,0,3,SEP-28k_CLIP/StrongVoices/0/StrongVoices_0_7.wav
7637,StrongVoices,0,8,train,dev,0,0,0,0,0,2,SEP-28k_CLIP/StrongVoices/0/StrongVoices_0_8.wav
7638,StrongVoices,0,9,dev,train,0,0,0,0,0,3,SEP-28k_CLIP/StrongVoices/0/StrongVoices_0_9.wav
7639,StrongVoices,0,10,dev,train,0,1,0,0,0,2,SEP-28k_CLIP/StrongVoices/0/StrongVoices_0_10.wav
7640,StrongVoices,0,11,train,dev,0,2,0,0,0,2,SEP-28k_CLIP/StrongVoices/0/StrongVoices_0_11.wav
7641,StrongVoices,0,12,train,dev,2,1,0,0,1,0,SEP-28k_CLIP/StrongVoices/0/StrongVoices_0_12.wav
7642,StrongVoices,0,13,train,dev,1,1,0,0,0,1,SEP-28k_CLIP/StrongVoices/0/StrongVoices_0_13.wav
7643,StrongVoices,0,14,train,dev,0,1,0,0,0,2,SEP-28k_CLIP/StrongVoices/0/StrongVoices_0_14.wav
7644,StrongVoices,0,15,dev,train,0,0,0,0,0,3,SEP-28k_CLIP/StrongVoices/0/StrongVoices_0_15.wav
7645,StrongVoices,0,16,dev,train,0,0,0,0,0,3,SEP-28k_CLIP/StrongVoices/0/StrongVoices_0_16.wav
7646,StrongVoices,0,17,train,dev,2,0,0,0,1,1,SEP-28k_CLIP/StrongVoices/0/StrongVoices_0_17.wav
7647,StrongVoices,0,18,train,dev,1,0,0,0,0,2,SEP-28k_CLIP/StrongVoices/0/StrongVoices_0_18.wav
7648,StrongVoices,0,19,train,dev,0,0,0,0,0,3,SEP-28k_CLIP/StrongVoices/0/StrongVoices_0_19.wav
7649,StrongVoices,0,20,train,dev,0,2,0,0,0,1,SEP-28k_CLIP/StrongVoices/0/StrongVoices_0_20.wav
7650,StrongVoices,0,21,train,dev,0,2,0,0,0,2,SEP-28k_CLIP/StrongVoices/0/StrongVoices_0_21.wav
7651,StrongVoices,0,22,train,dev,0,1,0,0,0,2,SEP-28k_CLIP/StrongVoices/0/StrongVoices_0_22.wav
7652,StrongVoices,0,23,train,dev,3,1,0,0,0,0,SEP-28k_CLIP/StrongVoices/0/StrongVoices_0_23.wav
7653,StrongVoices,0,24,train,dev,1,0,0,0,0,3,SEP-28k_CLIP/StrongVoices/0/StrongVoices_0_24.wav
7654,StrongVoices,0,25,train,dev,0,1,0,0,0,2,SEP-28k_CLIP/StrongVoices/0/StrongVoices_0_25.wav
7655,StrongVoices,0,26,dev,train,0,1,1,1,1,1,SEP-28k_CLIP/StrongVoices/0/StrongVoices_0_26.wav
7656,StrongVoices,0,27,dev,train,0,0,0,0,0,3,SEP-28k_CLIP/StrongVoices/0/StrongVoices_0_27.wav
7657,StrongVoices,0,28,dev,train,0,0,0,0,0,3,SEP-28k_CLIP/StrongVoices/0/StrongVoices_0_28.wav
7658,StrongVoices,0,29,train,dev,0,0,0,0,0,3,SEP-28k_CLIP/StrongVoices/0/StrongVoices_0_29.wav
7659,StrongVoices,0,30,train,dev,3,0,0,0,1,0,SEP-28k_CLIP/StrongVoices/0/StrongVoices_0_30.wav
7660,StrongVoices,0,31,train,dev,1,1,0,0,0,1,SEP-28k_CLIP/StrongVoices/0/StrongVoices_0_31.wav
7661,StrongVoices,0,32,train,dev,0,1,0,0,0,2,SEP-28k_CLIP/StrongVoices/0/StrongVoices_0_32.wav
7662,StrongVoices,0,33,train,dev,0,1,0,0,0,2,SEP-28k_CLIP/StrongVoices/0/StrongVoices_0_33.wav
7663,StrongVoices,0,34,train,dev,0,0,0,0,1,3,SEP-28k_CLIP/StrongVoices/0/StrongVoices_0_34.wav
7664,StrongVoices,0,35,dev,train,0,0,0,0,0,3,SEP-28k_CLIP/StrongVoices/0/StrongVoices_0_35.wav
7665,StrongVoices,0,36,dev,train,0,0,0,0,0,3,SEP-28k_CLIP/StrongVoices/0/StrongVoices_0_36.wav
7666,StrongVoices,0,37,train,dev,0,1,0,0,0,2,SEP-28k_CLIP/StrongVoices/0/StrongVoices_0_37.wav
7667,StrongVoices,0,38,train,dev,1,1,0,0,0,2,SEP-28k_CLIP/StrongVoices/0/StrongVoices_0_38.wav
7668,StrongVoices,0,39,train,dev,0,1,0,0,0,2,SEP-28k_CLIP/StrongVoices/0/StrongVoices_0_39.wav
7669,StrongVoices,1,0,train,dev,1,1,0,0,0,1,SEP-28k_CLIP/StrongVoices/1/StrongVoices_1_0.wav
7670,StrongVoices,1,1,train,dev,0,0,0,0,0,3,SEP-28k_CLIP/StrongVoices/1/StrongVoices_1_1.wav
7671,StrongVoices,1,2,train,dev,0,1,0,0,0,2,SEP-28k_CLIP/StrongVoices/1/StrongVoices_1_2.wav
7672,StrongVoices,1,3,train,dev,0,0,0,0,0,3,SEP-28k_CLIP/StrongVoices/1/StrongVoices_1_3.wav
7673,StrongVoices,1,4,train,dev,0,1,0,0,0,2,SEP-28k_CLIP/StrongVoices/1/StrongVoices_1_4.wav
7674,StrongVoices,1,5,train,dev,0,1,0,0,0,2,SEP-28k_CLIP/StrongVoices/1/StrongVoices_1_5.wav
7675,StrongVoices,1,6,train,dev,0,0,0,0,0,3,SEP-28k_CLIP/StrongVoices/1/StrongVoices_1_6.wav
7676,StrongVoices,1,7,train,dev,0,1,0,0,0,2,SEP-28k_CLIP/StrongVoices/1/StrongVoices_1_7.wav
7677,StrongVoices,1,8,train,dev,1,1,0,0,0,1,SEP-28k_CLIP/StrongVoices/1/StrongVoices_1_8.wav
7678,StrongVoices,1,9,train,dev,0,1,0,0,0,2,SEP-28k_CLIP/StrongVoices/1/StrongVoices_1_9.wav
7679,StrongVoices,1,10,train,dev,0,0,0,0,0,3,SEP-28k_CLIP/StrongVoices/1/StrongVoices_1_10.wav
7680,StrongVoices,1,11,train,dev,0,2,0,0,0,1,SEP-28k_CLIP/StrongVoices/1/StrongVoices_1_11.wav
7681,StrongVoices,1,12,train,dev,0,2,0,0,0,1,SEP-28k_CLIP/StrongVoices/1/StrongVoices_1_12.wav
7682,StrongVoices,1,13,train,dev,0,1,0,0,0,2,SEP-28k_CLIP/StrongVoices/1/StrongVoices_1_13.wav
7683,StrongVoices,1,14,train,dev,0,0,0,0,0,3,SEP-28k_CLIP/StrongVoices/1/StrongVoices_1_14.wav
7684,StrongVoices,1,15,train,dev,0,0,0,0,0,3,SEP-28k_CLIP/StrongVoices/1/StrongVoices_1_15.wav
7685,StrongVoices,1,16,train,dev,0,0,0,0,0,3,SEP-28k_CLIP/StrongVoices/1/StrongVoices_1_16.wav
7686,StrongVoices,1,17,train,dev,0,0,0,0,0,3,SEP-28k_CLIP/StrongVoices/1/StrongVoices_1_17.wav
7687,StrongVoices,1,18,train,dev,0,0,0,0,0,3,SEP-28k_CLIP/StrongVoices/1/StrongVoices_1_18.wav
7688,StrongVoices,1,19,train,dev,0,0,0,0,0,3,SEP-28k_CLIP/StrongVoices/1/StrongVoices_1_19.wav
7689,StrongVoices,1,20,train,dev,0,1,0,0,0,2,SEP-28k_CLIP/StrongVoices/1/StrongVoices_1_20.wav
7690,StrongVoices,1,21,train,dev,1,0,0,0,0,2,SEP-28k_CLIP/StrongVoices/1/StrongVoices_1_21.wav
7691,StrongVoices,1,22,train,dev,0,0,0,0,0,3,SEP-28k_CLIP/StrongVoices/1/StrongVoices_1_22.wav
7692,StrongVoices,1,23,train,dev,0,0,0,0,0,3,SEP-28k_CLIP/StrongVoices/1/StrongVoices_1_23.wav
7693,StrongVoices,1,24,train,dev,0,0,0,0,1,3,SEP-28k_CLIP/StrongVoices/1/StrongVoices_1_24.wav
7694,StrongVoices,1,25,train,dev,0,2,0,0,0,1,SEP-28k_CLIP/StrongVoices/1/StrongVoices_1_25.wav
7695,StrongVoices,1,26,train,dev,0,1,0,0,0,2,SEP-28k_CLIP/StrongVoices/1/StrongVoices_1_26.wav
7696,StrongVoices,1,27,train,dev,0,0,0,1,0,2,SEP-28k_CLIP/StrongVoices/1/StrongVoices_1_27.wav
7697,StrongVoices,1,28,train,dev,1,1,0,0,1,1,SEP-28k_CLIP/StrongVoices/1/StrongVoices_1_28.wav
7698,StrongVoices,1,29,train,dev,0,0,0,0,0,3,SEP-28k_CLIP/StrongVoices/1/StrongVoices_1_29.wav
7699,StrongVoices,1,30,train,dev,0,0,0,0,0,3,SEP-28k_CLIP/StrongVoices/1/StrongVoices_1_30.wav
7700,StrongVoices,1,31,train,dev,0,0,0,0,0,3,SEP-28k_CLIP/StrongVoices/1/StrongVoices_1_31.wav
7701,StrongVoices,1,32,train,dev,0,0,0,0,0,3,SEP-28k_CLIP/StrongVoices/1/StrongVoices_1_32.wav
7702,StrongVoices,1,33,train,dev,0,0,0,0,0,3,SEP-28k_CLIP/StrongVoices/1/StrongVoices_1_33.wav
7703,StrongVoices,1,34,train,dev,2,1,0,0,0,0,SEP-28k_CLIP/StrongVoices/1/StrongVoices_1_34.wav
7704,StrongVoices,1,35,train,dev,0,0,0,0,1,3,SEP-28k_CLIP/StrongVoices/1/StrongVoices_1_35.wav
7705,StrongVoices,1,36,train,dev,0,1,0,0,0,2,SEP-28k_CLIP/StrongVoices/1/StrongVoices_1_36.wav
7706,StrongVoices,1,37,train,dev,0,0,0,0,0,3,SEP-28k_CLIP/StrongVoices/1/StrongVoices_1_37.wav
7707,StrongVoices,1,38,train,dev,0,0,0,1,0,2,SEP-28k_CLIP/StrongVoices/1/StrongVoices_1_38.wav
7708,StrongVoices,1,39,train,dev,3,0,0,0,0,1,SEP-28k_CLIP/StrongVoices/1/StrongVoices_1_39.wav
7709,StrongVoices,2,0,train,dev,0,1,0,1,0,2,SEP-28k_CLIP/StrongVoices/2/StrongVoices_2_0.wav
7710,StrongVoices,2,1,train,dev,0,1,0,0,0,2,SEP-28k_CLIP/StrongVoices/2/StrongVoices_2_1.wav
7711,StrongVoices,2,2,train,dev,2,1,0,0,1,0,SEP-28k_CLIP/StrongVoices/2/StrongVoices_2_2.wav
7712,StrongVoices,2,3,dev,train,0,1,0,0,1,3,SEP-28k_CLIP/StrongVoices/2/StrongVoices_2_3.wav
7713,StrongVoices,2,4,dev,train,0,1,0,0,1,3,SEP-28k_CLIP/StrongVoices/2/StrongVoices_2_4.wav
7714,StrongVoices,2,5,dev,train,0,2,0,0,1,1,SEP-28k_CLIP/StrongVoices/2/StrongVoices_2_5.wav
7715,StrongVoices,2,6,dev,train,0,1,0,0,0,2,SEP-28k_CLIP/StrongVoices/2/StrongVoices_2_6.wav
7716,StrongVoices,2,7,dev,train,1,1,0,0,0,1,SEP-28k_CLIP/StrongVoices/2/StrongVoices_2_7.wav
7717,StrongVoices,2,8,train,dev,0,0,0,1,0,2,SEP-28k_CLIP/StrongVoices/2/StrongVoices_2_8.wav
7718,StrongVoices,2,9,train,dev,3,0,0,0,0,0,SEP-28k_CLIP/StrongVoices/2/StrongVoices_2_9.wav
7719,StrongVoices,2,10,train,dev,0,2,0,0,0,2,SEP-28k_CLIP/StrongVoices/2/StrongVoices_2_10.wav
7720,StrongVoices,2,11,train,dev,1,1,0,0,0,2,SEP-28k_CLIP/StrongVoices/2/StrongVoices_2_11.wav
7721,StrongVoices,2,12,train,dev,1,0,0,0,0,2,SEP-28k_CLIP/StrongVoices/2/StrongVoices_2_12.wav
7722,StrongVoices,2,13,dev,train,0,0,0,0,0,3,SEP-28k_CLIP/StrongVoices/2/StrongVoices_2_13.wav
7723,StrongVoices,2,14,dev,train,0,0,0,0,0,3,SEP-28k_CLIP/StrongVoices/2/StrongVoices_2_14.wav
7724,StrongVoices,2,15,dev,train,1,0,0,0,0,3,SEP-28k_CLIP/StrongVoices/2/StrongVoices_2_15.wav
7725,StrongVoices,2,16,dev,train,0,1,0,0,0,2,SEP-28k_CLIP/StrongVoices/2/StrongVoices_2_16.wav
7726,StrongVoices,2,17,dev,train,1,0,0,0,0,2,SEP-28k_CLIP/StrongVoices/2/StrongVoices_2_17.wav
7727,StrongVoices,2,18,dev,train,1,0,1,0,1,1,SEP-28k_CLIP/StrongVoices/2/StrongVoices_2_18.wav
7728,StrongVoices,2,19,dev,train,0,0,0,0,0,3,SEP-28k_CLIP/StrongVoices/2/StrongVoices_2_19.wav
7729,StrongVoices,2,20,train,dev,0,0,0,0,0,3,SEP-28k_CLIP/StrongVoices/2/StrongVoices_2_20.wav
7730,StrongVoices,2,21,train,dev,0,1,0,0,0,2,SEP-28k_CLIP/StrongVoices/2/StrongVoices_2_21.wav
7731,StrongVoices,2,22,dev,train,1,1,0,1,0,2,SEP-28k_CLIP/StrongVoices/2/StrongVoices_2_22.wav
7732,StrongVoices,2,23,train,dev,3,1,0,0,0,0,SEP-28k_CLIP/StrongVoices/2/StrongVoices_2_23.wav
7733,StrongVoices,2,24,train,dev,2,0,0,0,0,1,SEP-28k_CLIP/StrongVoices/2/StrongVoices_2_24.wav
7734,StrongVoices,2,25,dev,train,0,0,0,0,0,3,SEP-28k_CLIP/StrongVoices/2/StrongVoices_2_25.wav
7735,StrongVoices,2,26,train,dev,1,0,0,0,0,2,SEP-28k_CLIP/StrongVoices/2/StrongVoices_2_26.wav
7736,StrongVoices,2,27,train,dev,1,0,0,0,0,2,SEP-28k_CLIP/StrongVoices/2/StrongVoices_2_27.wav
7737,StrongVoices,2,28,train,dev,0,1,0,0,0,2,SEP-28k_CLIP/StrongVoices/2/StrongVoices_2_28.wav
7738,StrongVoices,2,29,train,dev,0,2,0,0,0,1,SEP-28k_CLIP/StrongVoices/2/StrongVoices_2_29.wav
7739,StrongVoices,2,30,dev,train,0,1,0,0,0,3,SEP-28k_CLIP/StrongVoices/2/StrongVoices_2_30.wav
7740,StrongVoices,2,31,train,dev,0,2,0,0,0,1,SEP-28k_CLIP/StrongVoices/2/StrongVoices_2_31.wav
7741,StrongVoices,2,32,dev,train,0,0,0,0,0,3,SEP-28k_CLIP/StrongVoices/2/StrongVoices_2_32.wav
7742,StrongVoices,2,33,train,dev,1,1,0,0,0,1,SEP-28k_CLIP/StrongVoices/2/StrongVoices_2_33.wav
7743,StrongVoices,2,34,train,dev,0,0,0,0,0,3,SEP-28k_CLIP/StrongVoices/2/StrongVoices_2_34.wav
7744,StrongVoices,2,35,dev,train,0,0,0,0,0,3,SEP-28k_CLIP/StrongVoices/2/StrongVoices_2_35.wav
7745,StrongVoices,2,36,dev,train,1,1,0,0,0,1,SEP-28k_CLIP/StrongVoices/2/StrongVoices_2_36.wav
7746,StrongVoices,2,37,train,dev,0,1,0,0,0,2,SEP-28k_CLIP/StrongVoices/2/StrongVoices_2_37.wav
7747,StrongVoices,2,38,train,dev,0,1,0,0,0,2,SEP-28k_CLIP/StrongVoices/2/StrongVoices_2_38.wav
7748,StrongVoices,2,39,train,dev,1,1,1,0,0,1,SEP-28k_CLIP/StrongVoices/2/StrongVoices_2_39.wav
7749,StrongVoices,3,0,train,dev,0,1,0,0,0,2,SEP-28k_CLIP/StrongVoices/3/StrongVoices_3_0.wav
7750,StrongVoices,3,1,dev,train,0,0,0,3,3,0,SEP-28k_CLIP/StrongVoices/3/StrongVoices_3_1.wav
7751,StrongVoices,3,2,dev,train,0,0,0,0,0,3,SEP-28k_CLIP/StrongVoices/3/StrongVoices_3_2.wav
7752,StrongVoices,3,3,dev,train,0,0,0,0,0,3,SEP-28k_CLIP/StrongVoices/3/StrongVoices_3_3.wav
7753,StrongVoices,3,4,dev,train,0,0,0,0,0,3,SEP-28k_CLIP/StrongVoices/3/StrongVoices_3_4.wav
7754,StrongVoices,3,5,dev,train,0,0,0,0,0,3,SEP-28k_CLIP/StrongVoices/3/StrongVoices_3_5.wav
7755,StrongVoices,3,6,dev,train,0,0,0,0,0,3,SEP-28k_CLIP/StrongVoices/3/StrongVoices_3_6.wav
7756,StrongVoices,3,7,dev,train,1,0,0,0,0,2,SEP-28k_CLIP/StrongVoices/3/StrongVoices_3_7.wav
7757,StrongVoices,3,8,train,dev,1,3,0,0,0,0,SEP-28k_CLIP/StrongVoices/3/StrongVoices_3_8.wav
7758,StrongVoices,3,9,dev,train,1,1,0,0,2,1,SEP-28k_CLIP/StrongVoices/3/StrongVoices_3_9.wav
7759,StrongVoices,3,10,train,dev,0,2,0,1,0,0,SEP-28k_CLIP/StrongVoices/3/StrongVoices_3_10.wav
7760,StrongVoices,3,11,train,dev,2,1,0,0,0,1,SEP-28k_CLIP/StrongVoices/3/StrongVoices_3_11.wav
7761,StrongVoices,3,12,train,dev,0,2,0,0,0,1,SEP-28k_CLIP/StrongVoices/3/StrongVoices_3_12.wav
7762,StrongVoices,3,13,train,dev,0,1,0,0,0,2,SEP-28k_CLIP/StrongVoices/3/StrongVoices_3_13.wav
7763,StrongVoices,3,14,train,dev,2,2,0,0,0,0,SEP-28k_CLIP/StrongVoices/3/StrongVoices_3_14.wav
7764,StrongVoices,3,15,train,dev,1,0,0,0,0,2,SEP-28k_CLIP/StrongVoices/3/StrongVoices_3_15.wav
7765,StrongVoices,3,16,train,dev,0,0,0,0,0,3,SEP-28k_CLIP/StrongVoices/3/StrongVoices_3_16.wav
7766,StrongVoices,3,17,train,dev,0,0,0,0,0,2,SEP-28k_CLIP/StrongVoices/3/StrongVoices_3_17.wav
7767,StrongVoices,3,18,dev,train,0,2,0,0,1,1,SEP-28k_CLIP/StrongVoices/3/StrongVoices_3_18.wav
7768,StrongVoices,3,19,dev,train,1,1,0,0,3,2,SEP-28k_CLIP/StrongVoices/3/StrongVoices_3_19.wav
7769,StrongVoices,3,20,dev,train,0,0,0,0,0,3,SEP-28k_CLIP/StrongVoices/3/StrongVoices_3_20.wav
7770,StrongVoices,3,21,train,dev,0,2,0,0,1,1,SEP-28k_CLIP/StrongVoices/3/StrongVoices_3_21.wav
7771,StrongVoices,3,22,dev,train,0,0,0,0,2,3,SEP-28k_CLIP/StrongVoices/3/StrongVoices_3_22.wav
7772,StrongVoices,3,23,dev,train,0,0,0,0,3,3,SEP-28k_CLIP/StrongVoices/3/StrongVoices_3_23.wav
7773,StrongVoices,3,24,dev,train,0,1,0,0,3,2,SEP-28k_CLIP/StrongVoices/3/StrongVoices_3_24.wav
7774,StrongVoices,3,25,dev,train,0,2,0,0,1,1,SEP-28k_CLIP/StrongVoices/3/StrongVoices_3_25.wav
7775,StrongVoices,3,26,dev,train,0,1,0,0,0,2,SEP-28k_CLIP/StrongVoices/3/StrongVoices_3_26.wav
7776,StrongVoices,3,27,train,dev,1,1,0,1,2,1,SEP-28k_CLIP/StrongVoices/3/StrongVoices_3_27.wav
7777,StrongVoices,3,28,dev,train,0,1,0,0,0,3,SEP-28k_CLIP/StrongVoices/3/StrongVoices_3_28.wav
