Clip,Block,Prolongation,SoundRep,WordRep,Interjection
M_1064_47y0m_1_dysfluent_009,0.0002665592,0.002626826,0.012087624,0.00030769905,0.000940222
M_1064_47y0m_1_dysfluent_010,0.007154949,0.051640995,0.008399405,0.9961119,0.008165678
M_1064_47y0m_1_dysfluent_011,0.0003109948,0.9134872,0.31295678,0.061220076,0.00017823203
M_1064_47y0m_1_dysfluent_012,0.0025493698,0.786876,0.003259793,0.00062332506,0.6691673
M_1064_47y0m_1_dysfluent_013,0.07218669,0.97715807,0.0017635612,0.0018513536,0.0010425812
M_1064_47y0m_1_dysfluent_014,0.0010577338,0.2419452,0.0011885613,0.058437854,0.00017774716
M_1064_47y0m_1_dysfluent_015,0.00018657358,0.007877672,0.0008527279,0.045968957,5.1680832e-05
M_1064_47y0m_1_dysfluent_016,0.002630464,0.00392284,0.0008731909,0.9969693,0.0021229691
M_1064_47y0m_1_dysfluent_017,0.000743823,0.48531032,0.13464785,0.00018336326,8.71259e-05
M_1064_47y0m_1_dysfluent_018,0.00087041967,0.0004007933,0.006935544,0.5391862,0.23400877
M_1064_47y0m_1_dysfluent_019,0.002796199,0.982894,0.01627046,0.008149528,0.0022827336
M_1064_47y0m_1_dysfluent_020,0.002116209,0.022991259,0.003615058,0.00086747995,0.95173526
M_1064_47y0m_1_dysfluent_021,0.0020871358,0.023349753,0.01273362,0.14606561,0.95367616
M_1064_47y0m_1_dysfluent_022,0.003595691,0.72405666,0.68525434,0.0008367111,0.00033193524
M_1064_47y0m_1_dysfluent_023,0.16672894,0.11319483,0.00042358582,9.154356e-06,0.11425361
M_1064_47y0m_1_dysfluent_024,0.0016478294,0.0011362302,0.002816636,0.00016496742,0.2808865
M_1064_47y0m_1_dysfluent_025,0.00036966483,0.12263387,0.025596296,0.99773645,0.0011688449
M_1064_47y0m_1_dysfluent_026,0.0010447517,0.09688454,0.0029691544,0.99894077,0.036343124
M_1064_47y0m_1_dysfluent_027,0.00012168035,0.759415,0.015143851,0.41986445,0.007715733
M_1064_47y0m_1_dysfluent_028,0.0021818557,0.012978317,0.000109783665,0.0706032,4.115992e-05
M_1064_47y0m_1_dysfluent_029,0.0021573019,0.0026477203,0.107068926,0.001483161,2.3462118e-05
M_1064_47y0m_1_dysfluent_030,0.001681722,0.18939771,0.025519732,0.9951871,8.774113e-05
M_1064_47y0m_1_dysfluent_031,0.0009767797,0.012806762,0.01882064,0.9989587,0.00057056884
M_1064_47y0m_1_dysfluent_032,0.0011472037,0.05514182,0.023656165,0.99916375,0.0014754764
M_1064_47y0m_1_dysfluent_033,0.040311493,0.20301422,0.6261846,0.009659116,7.4934733e-06
M_1064_47y0m_1_dysfluent_034,0.0123114735,0.002504448,0.00333902,0.98936075,9.625732e-05
M_1064_47y0m_1_dysfluent_035,0.0012709256,0.0627173,0.9280376,0.046438992,1.9023964e-05
M_1064_47y0m_1_dysfluent_036,0.0005918265,0.0017859046,0.0038531132,0.0005038314,0.000234608
M_1064_47y0m_1_dysfluent_037,0.0002662062,0.007341732,0.000817493,0.0002677007,0.0015429829
M_1064_47y0m_1_dysfluent_038,0.02117417,0.01768258,0.0061171,0.99246466,6.362531e-05
M_1064_47y0m_1_dysfluent_039,0.00018523245,0.0032854509,0.0010026771,0.9097154,0.004782645
M_1064_47y0m_1_dysfluent_040,0.0002014034,0.09327457,0.010618748,0.7973894,0.00023074333
M_1064_47y0m_1_dysfluent_041,0.03362219,0.6466049,0.0052381307,0.99675083,0.70460767
M_1064_47y0m_1_dysfluent_042,0.0046598203,0.46773243,0.026479721,0.99320036,0.2928717
M_1064_47y0m_1_dysfluent_043,0.001754855,0.004625194,0.0012209394,0.00012068302,0.66539
M_1064_47y0m_1_dysfluent_044,0.005107055,0.18153039,0.9862131,0.016677821,0.07569601
M_1064_47y0m_1_dysfluent_045,0.0021883536,0.4424067,0.9311011,0.33638945,0.00030641246
M_1064_47y0m_1_dysfluent_046,0.0006389344,0.11887401,0.0025981425,0.9958401,0.000504535
M_1064_47y0m_1_dysfluent_047,0.003894016,0.013705357,0.9872392,0.0019512706,0.00060302764
M_1064_47y0m_1_dysfluent_048,0.037119806,0.01645421,0.9970204,0.081152685,0.0022358587
M_1064_47y0m_1_fluent_000,0.00017437249,0.0031223425,0.0058775623,0.00087180664,0.0004300212
M_1064_47y0m_1_fluent_001,0.00011080891,0.03193863,0.0017567087,0.0013637904,0.00014981598
M_1064_47y0m_1_fluent_002,0.00023270879,0.022079509,0.0012775626,0.000103743354,0.0022253585
M_1064_47y0m_1_fluent_003,0.00026245016,0.004914114,0.0019939372,0.00018760198,0.0016622798
M_1064_47y0m_1_fluent_004,0.0065542567,0.0714133,0.0065964577,0.02975318,0.00037399202
M_1064_47y0m_1_fluent_005,0.002380119,0.28705877,0.00033686624,0.8496156,0.026857544
M_1064_47y0m_1_fluent_006,0.0022565867,0.0114515,0.031033197,0.87676036,1.4149322e-05
M_1064_47y0m_1_fluent_007,0.00017994853,0.16599955,0.001818517,0.00016052178,0.0007875376
M_1064_47y0m_1_fluent_008,0.00014456488,0.018257914,0.00089539256,0.0006454099,0.0004410296
M_1064_47y0m_1_fluent_009,0.00026088048,0.007732998,0.022946294,0.00022227813,0.00021008833
M_1064_47y0m_1_fluent_010,5.9269838e-05,0.15275833,0.001822968,0.002378015,0.013142542
M_1064_47y0m_1_fluent_011,0.00013899498,0.015045404,0.018212428,0.00062151335,0.004170636
M_1064_47y0m_1_fluent_012,0.0002605377,0.6945626,0.0007814331,0.0004996939,0.010967845
M_1064_47y0m_1_fluent_013,0.0014901862,0.96430755,0.10492744,0.000681624,0.00020349975
M_1064_47y0m_1_fluent_014,0.0060707945,0.008188878,0.0031025698,0.0014739949,0.99549854
M_1064_47y0m_1_fluent_015,0.00029086656,0.015285318,0.027815865,0.00019930527,0.000112524285
M_1064_47y0m_1_fluent_016,0.0003009903,0.0021112203,0.06509476,0.0006499295,0.029944219
M_1064_47y0m_1_fluent_017,0.00042025218,0.54875576,0.00095507153,0.15382724,0.017796278
M_1064_47y0m_1_fluent_018,0.0004196821,0.1875529,0.0014474205,6.7986126e-05,0.0005540565
M_1064_47y0m_1_fluent_019,0.001657219,0.002935309,0.8556188,0.2855006,0.041191705
M_1064_47y0m_1_fluent_020,0.0006636306,0.090498134,0.00016925688,0.00045389557,0.0006992129
M_1064_47y0m_1_fluent_021,0.002955648,0.9055286,0.00059268513,0.0016353694,0.039558504
M_1064_47y0m_1_fluent_022,4.7151294e-05,0.049670126,0.004539076,0.7610715,0.003820222
M_1064_47y0m_1_fluent_023,0.0005479847,0.0041054133,0.0008109795,0.00013812706,0.0010961368
M_1064_47y0m_1_fluent_024,0.00022375573,0.9466671,0.00959134,0.0014572706,0.0025872027
M_1064_47y0m_1_fluent_025,0.0029357919,0.016365847,0.003769075,0.99604297,7.2824885e-05
M_1064_47y0m_1_fluent_026,0.0018198757,0.97482014,0.027573232,0.0033112452,0.028668206
M_1064_47y0m_1_fluent_027,0.0012167275,0.005122866,0.00049588655,0.00016252488,0.0003032826
M_1064_47y0m_1_fluent_028,0.0003622575,0.031069618,0.00063527783,6.995337e-05,0.0064793676
M_1064_47y0m_1_fluent_029,8.375481e-05,0.017459713,0.0038022464,0.0014556214,0.037715588
M_1064_47y0m_1_fluent_030,0.00020089152,0.2713324,0.001242963,0.0007305677,0.0005090747
M_1064_47y0m_1_fluent_031,0.0010056228,0.002389093,0.0007796617,0.00012090288,0.005243879
M_1064_47y0m_1_fluent_032,0.0027639961,0.071515515,0.0043180794,0.68342364,0.1908695
M_1064_47y0m_1_fluent_033,0.004676111,0.022259563,0.0002558988,0.99541336,0.0028651007
M_1064_47y0m_1_fluent_034,0.02223754,0.97548795,0.0007383367,0.00045778416,0.0057487255
M_1064_47y0m_1_fluent_035,0.0015136315,0.0061484245,0.0005382482,0.00024227789,0.6728464
M_1064_47y0m_1_fluent_036,0.00037467826,0.003133489,0.001560618,0.00022073806,0.00140262
M_1064_47y0m_1_fluent_037,0.0006737708,0.01073417,0.0003520343,0.00011671639,0.00089674327
M_1064_47y0m_1_fluent_038,0.00017005585,0.021670183,0.0048486157,0.00011475137,0.06448385
M_1064_47y0m_1_fluent_039,0.0012935528,0.0025529235,0.008928835,0.9909017,0.0005066166
M_1064_47y0m_1_fluent_040,0.0006292843,0.07360154,0.00010020524,0.00022977206,0.0036829785
M_1064_47y0m_1_fluent_041,0.0001346815,0.008232324,0.014472506,0.00059172977,0.0045425463
M_1064_47y0m_1_fluent_042,0.00015602163,0.007874251,0.00024725174,0.0018935647,0.0013619323
M_1064_47y0m_1_fluent_043,0.0006411282,0.010167387,0.0007743074,0.93607414,0.00021355439
M_1064_47y0m_1_fluent_044,0.00044632558,0.0030118648,0.013475918,0.00025565762,0.00033900543
M_1064_47y0m_1_fluent_045,0.00082903676,0.94661885,0.0007908123,0.0013288516,0.18876225
M_1064_47y0m_1_fluent_046,0.00034323568,0.025134522,0.0006432232,8.775653e-05,0.03354351
M_1064_47y0m_1_fluent_047,0.0002931567,0.006085919,0.0014635795,0.0001820294,0.000940644
M_1064_47y0m_1_fluent_048,0.0006049751,0.038581375,0.00043104024,0.84164494,0.002260642
M_1064_47y0m_1_fluent_049,0.0005275556,0.0085552605,0.0022664615,0.00023398163,9.291209e-05
M_1064_47y0m_1_fluent_050,0.00017287147,0.0037274184,0.0010987023,0.0008712922,0.0039650733
M_1064_47y0m_1_fluent_051,0.0002660529,0.0028629275,0.00078843714,0.001413303,0.36021334
M_1064_47y0m_1_fluent_052,0.0003209022,0.005048613,0.0008439713,0.0013758786,0.00016108005
M_1064_47y0m_1_fluent_053,0.0004168289,0.2556393,0.0006792846,0.00052957615,0.6253625
M_1064_47y0m_1_fluent_054,0.0005253477,0.004019663,0.0026339204,7.897761e-05,0.0022798327
M_1064_47y0m_1_fluent_055,0.010287335,0.13252044,0.0001190674,0.00041744925,0.92976475
M_1064_47y0m_1_fluent_056,0.0005621191,0.37351555,0.0062713525,0.9870574,0.019698294
M_1064_47y0m_1_fluent_057,0.002068345,0.0124800885,0.00063705066,0.0001451832,6.9637084e-05
M_1064_47y0m_1_fluent_058,0.058372945,0.0036246083,0.00044410216,0.001096856,0.9933996
M_1064_47y0m_1_fluent_059,0.009313668,0.97333986,0.0014008532,0.00022883654,0.00124871
M_1064_47y0m_1_fluent_060,0.021058884,0.074900925,0.00018004706,0.0002659545,0.9687844
M_1064_47y0m_1_fluent_061,0.0005218419,0.0006260301,0.003686373,0.0022218926,0.029572286
M_1064_47y0m_1_fluent_062,0.022153284,0.002649845,0.0035546955,0.004625229,0.9989472
M_1064_47y0m_1_fluent_063,0.00021273374,0.020819858,0.00031784739,0.0015854759,0.05560193
M_1064_47y0m_1_fluent_064,0.00032174468,0.014052068,0.0006247328,0.00016188055,0.0010024208
M_1064_47y0m_1_fluent_065,0.00060063397,0.0015442132,0.0056340145,0.00024012582,0.0011557956
M_1064_47y0m_1_fluent_066,0.011943416,0.9833762,0.001539528,0.005744227,0.020502709
M_1064_47y0m_1_fluent_067,0.0070052915,0.004809335,6.5603e-05,0.83660275,0.0005730674
M_1064_47y0m_1_fluent_068,0.00011241575,0.18809344,0.009895116,0.005606399,0.008829865
M_1064_47y0m_1_fluent_069,0.0013065396,0.018251512,0.002242709,0.046830896,0.004826498
M_1064_47y0m_1_fluent_070,0.00013196141,0.01246959,0.01179928,0.0002527054,0.001143357
M_1064_47y0m_1_fluent_071,0.0003074287,0.14111272,0.00037159724,0.00031884498,0.06855215
M_1064_47y0m_1_fluent_072,0.00031490505,0.0027164924,0.0020265335,0.0016519955,0.00022831831
M_1064_47y0m_1_fluent_073,0.000106978216,0.2075385,0.0630121,0.00014321876,0.013765586
M_1064_47y0m_1_fluent_074,0.0002118999,0.0037287448,0.0038248382,0.00021350959,0.0043131127
M_1064_47y0m_1_fluent_075,0.10630688,0.007630582,0.00022952027,0.9882012,0.0005672184
M_1064_47y0m_1_fluent_076,0.02920862,0.05216965,0.0001512639,0.0010300768,0.00015572734
M_1064_47y0m_1_fluent_077,0.0030012338,0.08221904,0.000469933,0.0012441393,0.9918128
M_1064_47y0m_1_fluent_078,0.0002073312,0.006921295,0.0017304007,0.00020115447,0.0014135285
M_1064_47y0m_1_fluent_079,0.001284907,0.9773138,0.011141781,0.0035011368,0.0015888656
M_1064_47y0m_1_fluent_080,0.00042223666,0.038726225,0.0037368278,5.1985866e-05,0.0005181847
M_1064_47y0m_1_fluent_081,0.0008260809,0.007999852,0.00053800485,9.129215e-05,0.0009833436
M_1064_47y0m_1_fluent_082,0.0011151476,0.06768349,0.011409918,0.9287561,0.0005372992
M_1064_47y0m_1_fluent_083,0.00302353,0.9143795,0.0011142975,0.0009532365,0.0031039491
M_1064_47y0m_1_fluent_084,0.0011032579,0.0077808565,0.000505014,0.00016686156,0.00017717674
M_1064_47y0m_1_fluent_085,0.00028093212,0.0122124115,0.0015033825,0.0001552948,0.00043358872
M_1064_47y0m_1_fluent_086,0.00016491127,0.31336838,0.00017933943,0.005954672,0.007621542
M_1064_47y0m_1_fluent_087,0.0002980164,0.7455021,0.00081118307,0.06910629,0.009226141
M_1064_47y0m_1_fluent_088,0.0018830542,0.0010933195,0.0008024682,0.00028014873,0.00090451573
M_1064_47y0m_1_fluent_089,0.00020752147,0.013757879,0.0070290575,0.0001498304,0.0023493078
M_1064_47y0m_1_fluent_090,0.0007490162,0.0071363198,0.00014641133,0.21693556,0.6549907
M_1064_47y0m_1_fluent_091,0.13194351,0.101585135,0.033483736,0.00014720419,8.1498496e-05
M_1064_47y0m_1_fluent_092,0.027210658,0.022465566,0.0022824612,0.0019127196,0.9996132
M_1064_47y0m_1_fluent_093,0.007001716,0.009355117,0.0003894659,0.9955004,0.00046562677
M_1064_47y0m_1_fluent_094,0.0016093879,0.04655231,0.0008842886,0.0009949044,0.9519487
M_1064_47y0m_1_fluent_095,0.00084226823,0.039250586,0.0017772162,0.939035,3.1418807e-05
M_1064_47y0m_1_fluent_096,0.00019329849,0.0018482254,0.012926798,0.00065504736,0.0013369941
M_1064_47y0m_1_fluent_097,0.0014386881,0.0021731032,0.0013430421,7.13589e-05,0.0028810152
M_1099_25y0m_1_dysfluent_000,0.0050004786,0.6382143,0.017327745,0.0002809592,0.99194396
M_1099_25y0m_1_dysfluent_001,0.0050004786,0.6382143,0.017327745,0.0002809592,0.99194396
M_1099_25y0m_1_dysfluent_002,0.062000338,0.0054951245,0.0042567286,0.002975873,0.99954945
M_1099_25y0m_1_dysfluent_003,0.03690676,0.0067525073,0.002437593,0.004886718,0.99961734
M_1099_25y0m_1_dysfluent_004,0.011890352,0.009087979,0.0031687822,0.0015010422,0.9990037
M_1099_25y0m_1_dysfluent_005,0.002251182,0.73639905,0.0006278561,0.008350047,0.98340225
M_1099_25y0m_1_dysfluent_006,0.004825678,0.013956937,0.78946185,0.8680977,0.935498
M_1099_25y0m_1_dysfluent_007,0.004469322,0.009571059,0.5437629,0.005939608,0.99343103
M_1099_25y0m_1_dysfluent_008,0.00810773,0.0047112647,0.0005655535,0.0005658088,0.9856792
M_1099_25y0m_1_dysfluent_009,0.01674801,0.0055860276,0.0018253756,0.0015860769,0.9985989
M_1099_25y0m_1_dysfluent_010,0.00045331748,0.0070372694,0.0010748677,9.478483e-05,0.018042345
M_1099_25y0m_1_dysfluent_011,0.0076246914,0.043087084,0.007203149,0.0005112257,0.9988115
M_1099_25y0m_1_dysfluent_012,0.00061412854,0.28178015,0.2090909,0.93696046,2.3288487e-05
M_1099_25y0m_1_dysfluent_013,0.02083146,0.0043356563,0.0025295625,0.0017319451,0.99888664
M_1099_25y0m_1_dysfluent_014,0.0037980229,0.0038711282,0.0060619502,0.0009920662,0.9951963
M_1099_25y0m_1_dysfluent_015,0.0020089822,0.9293306,0.0003448292,0.0013305912,0.037988868
M_1099_25y0m_1_dysfluent_016,0.013363663,0.0056585395,0.0038692143,0.0016116273,0.99901235
M_1099_25y0m_1_dysfluent_017,0.00051509135,0.0014607586,0.06251945,0.046761002,0.00020628396
M_1099_25y0m_1_dysfluent_018,0.00015470803,0.002637494,0.0022203973,0.0012215438,0.005739597
M_1099_25y0m_1_dysfluent_019,0.07818082,0.94044536,0.00078981183,7.1583745e-05,0.08830296
M_1099_25y0m_1_dysfluent_020,0.0034645575,0.9540231,0.006933265,8.5226784e-05,0.014850416
M_1099_25y0m_1_dysfluent_021,0.0003023484,0.007747856,0.0009863254,0.00018919425,0.00079981604
M_1099_25y0m_1_dysfluent_022,0.013274288,0.048982073,0.0011736121,0.001245335,0.9990582
M_1099_25y0m_1_dysfluent_023,0.010127983,0.06854811,0.0012947632,0.001024814,0.9990404
M_1099_25y0m_1_dysfluent_024,0.011718135,0.006618311,0.0011010818,0.0014450852,0.9974632
M_1099_25y0m_1_dysfluent_025,0.0030719757,0.066133454,0.006456218,0.0007479752,0.99702305
M_1099_25y0m_1_dysfluent_026,0.022727955,0.012283881,0.0031276634,0.9994771,0.00072220736
M_1099_25y0m_1_dysfluent_027,0.008157224,0.022781512,0.0025669339,0.00084629026,0.9987809
M_1099_25y0m_1_dysfluent_028,0.010236053,0.051584333,0.0025113737,0.0003459268,0.998089
M_1099_25y0m_1_dysfluent_029,0.0042148493,0.015299133,0.0013570691,0.0010986453,0.9939861
M_1099_25y0m_1_dysfluent_030,0.006372538,0.0072294055,0.001454853,0.0013284828,0.9964799
M_1099_25y0m_1_dysfluent_031,0.009864684,0.006421023,0.0019629344,0.0012052291,0.99798524
M_1099_25y0m_1_dysfluent_032,0.014724656,0.00561431,0.002940755,0.0008754694,0.9982917
M_1099_25y0m_1_dysfluent_033,0.008061434,0.027150182,0.0011596002,0.00055591186,0.9964228
M_1099_25y0m_1_dysfluent_034,0.0025173596,0.3524016,0.002069816,0.9966449,0.001378717
M_1099_25y0m_1_dysfluent_035,0.031584255,0.6468424,0.012277287,0.9790406,0.4859164
M_1099_25y0m_1_dysfluent_036,0.060847234,0.019103672,0.00040659713,0.0005302684,0.9964161
M_1099_25y0m_1_dysfluent_037,0.009996205,0.30176464,0.0015373066,0.0021974652,0.9980775
M_1099_25y0m_1_dysfluent_038,0.00015084705,0.06608779,0.0033063656,0.7081784,0.00015735927
M_1099_25y0m_1_dysfluent_039,0.0027658695,0.006079401,0.004242618,0.00026285512,0.9447635
M_1099_25y0m_1_dysfluent_040,0.00973907,0.024128018,0.11653162,0.00057413575,0.99459076
M_1099_25y0m_1_dysfluent_041,0.00079956383,0.0018739346,0.0010413954,0.000110943394,0.033198766
M_1099_25y0m_1_dysfluent_042,0.004506328,0.29280445,0.0005889312,0.9904033,0.015871543
M_1099_25y0m_1_dysfluent_043,0.0014697019,0.15110189,0.00042798521,0.97991896,7.1800125e-05
M_1099_25y0m_1_dysfluent_044,0.0074873045,0.013893184,0.0049075126,0.0021680377,0.99934036
M_1099_25y0m_1_dysfluent_045,0.0007436923,0.0017220507,0.0016341242,0.00035438247,0.00044533578
M_1099_25y0m_1_dysfluent_046,0.012305556,0.008848768,0.0057548066,0.002908864,0.9994574
M_1099_25y0m_1_dysfluent_047,0.012883259,0.04410403,0.0016941136,0.0015285028,0.99933136
M_1099_25y0m_1_dysfluent_048,0.0127654895,0.04598615,0.0017012787,0.0010688616,0.9991721
M_1099_25y0m_1_dysfluent_049,0.00056789943,0.094417535,0.9495668,0.011033424,0.26623738
M_1099_25y0m_1_dysfluent_050,0.01346557,0.08223521,0.9774329,0.0012984612,0.00024888487
M_1099_25y0m_1_dysfluent_051,0.0053021815,0.028842356,0.0036678237,0.0009399224,0.99870944
M_1099_25y0m_1_dysfluent_052,0.004712698,0.0133348,0.006162088,0.0005897527,0.99751365
M_1099_25y0m_1_dysfluent_053,0.0075285486,0.016924756,0.0059663127,0.00074291875,0.9987232
M_1099_25y0m_1_dysfluent_054,0.0002215414,0.18119012,0.0010254483,0.00016792634,0.00060771813
M_1099_25y0m_1_dysfluent_055,0.022997081,0.026992533,0.0013983473,0.0011850907,0.99924123
M_1099_25y0m_1_dysfluent_056,0.0007163494,0.21372744,0.00021198032,0.0005757891,0.57966727
M_1099_25y0m_1_dysfluent_057,0.00027530035,0.8186174,0.018073829,0.2830638,6.873881e-05
M_1099_25y0m_1_dysfluent_058,0.022091372,0.070995055,0.0005878292,0.00035537576,0.9962458
M_1099_25y0m_1_dysfluent_059,0.0013884922,0.004216615,0.0005217293,0.0001427428,0.47902155
M_1099_25y0m_1_dysfluent_060,0.0037405842,0.0019442915,0.0048894384,0.0016134437,0.98844147
M_1099_25y0m_1_dysfluent_061,0.007696768,0.0015132128,0.0051569855,0.005229216,0.99580634
M_1099_25y0m_1_dysfluent_062,0.0045473417,0.009235983,0.015202701,0.0009168766,0.9956487
M_1099_25y0m_1_dysfluent_063,0.00092916266,0.023974963,0.012527224,0.98120177,0.018589664
M_1099_25y0m_1_dysfluent_064,0.00092916266,0.023974963,0.012527224,0.98120177,0.018589664
M_1099_25y0m_1_dysfluent_065,0.002782651,0.0023466863,0.003711195,0.0013118451,0.98993534
M_1099_25y0m_1_dysfluent_066,0.007988799,0.003399293,0.0020667808,0.00050238846,0.99143094
M_1099_25y0m_1_dysfluent_067,0.004814685,0.37251914,0.0006933794,0.0004023644,0.9900746
M_1099_25y0m_1_dysfluent_068,0.017191622,0.020946983,0.0012073227,0.0006624202,0.9986129
M_1099_25y0m_1_dysfluent_069,0.002920674,0.034944218,0.18478392,0.0040033855,0.9968278
M_1099_25y0m_1_dysfluent_070,0.002536772,0.023308583,0.07929455,0.0064992895,0.993594
M_1099_25y0m_1_dysfluent_071,0.010704099,0.0032143968,0.02105496,0.0056519117,0.9988825
M_1099_25y0m_1_dysfluent_072,0.014502325,0.023698749,0.0025735092,0.0009664836,0.9992638
M_1099_25y0m_1_dysfluent_073,0.015069797,0.0040260023,0.0034357714,0.0025958244,0.99894387
M_1099_25y0m_1_dysfluent_074,0.0022715156,0.01137582,0.007847794,0.00029944672,0.9900669
M_1099_25y0m_1_dysfluent_075,0.009796399,0.26830718,0.00062589406,0.0014547504,0.9963636
M_1099_25y0m_1_dysfluent_076,0.009796399,0.26830718,0.00062589406,0.0014547504,0.9963636
M_1099_25y0m_1_dysfluent_077,0.017680975,0.057138883,0.0004572268,0.001098763,0.9976361
M_1099_25y0m_1_dysfluent_078,0.0038872208,0.007190795,0.0043663913,0.00086510717,0.99665904
M_1099_25y0m_1_dysfluent_079,0.0037554423,0.62099445,0.0012677894,0.00055209175,0.98952204
M_1099_25y0m_1_dysfluent_080,0.007385613,0.42996004,0.0013578124,0.95094824,0.9940118
M_1099_25y0m_1_dysfluent_081,0.017614823,0.0044358135,0.005939256,0.00286282,0.9993736
M_1099_25y0m_1_dysfluent_082,0.052295215,0.005789162,0.0038624057,0.0057648523,0.999734
M_1099_25y0m_1_dysfluent_083,0.0006327611,0.08360718,0.019068021,0.9970059,0.00028016555
M_1099_25y0m_1_dysfluent_084,0.00018408238,0.1401579,0.123989634,0.00011645214,0.0074993507
M_1099_25y0m_1_dysfluent_085,0.0016421737,0.028859612,0.07267113,0.0010089364,0.9960168
M_1099_25y0m_1_dysfluent_086,0.0016418758,0.3524028,0.008730631,0.0012914668,0.99603134
M_1099_25y0m_1_dysfluent_087,0.0015029896,0.0026369407,0.00080664037,0.0001590961,0.5411806
M_1099_25y0m_1_dysfluent_088,0.017488193,0.0050704107,0.009224819,0.0013553462,0.9991371
M_1099_25y0m_1_dysfluent_089,0.0066851424,0.010678761,0.0016432983,0.84707606,0.9971722
M_1099_25y0m_1_dysfluent_090,0.002390291,0.005110453,0.000947268,0.9919556,0.00016397
M_1099_25y0m_1_dysfluent_091,0.0012539839,0.034689456,8.730963e-05,0.040233236,8.0069294e-05
M_1099_25y0m_1_dysfluent_092,0.0003869529,0.004314135,0.02842558,0.00022365143,0.063118346
M_1099_25y0m_1_dysfluent_093,0.0009274914,0.011366964,0.028418425,0.005639411,0.9948449
M_1099_25y0m_1_dysfluent_094,0.004404937,0.3082588,0.00077837706,0.004594256,0.99751353
M_1099_25y0m_1_dysfluent_095,0.014853096,0.016451856,0.0032755407,0.006828626,0.99971026
M_1099_25y0m_1_dysfluent_096,0.025163047,0.0098856315,0.0031799888,0.007549285,0.9997397
M_1099_25y0m_1_dysfluent_097,0.026970474,0.03155178,0.0015331673,0.0029711071,0.99960226
M_1099_25y0m_1_dysfluent_098,0.0037971928,0.012352088,0.00025624697,0.0002286865,0.9149229
M_1099_25y0m_1_dysfluent_099,0.0032289282,0.0077795903,0.00435866,0.99818015,0.00025843625
M_1099_25y0m_1_dysfluent_100,0.01723881,0.07816194,0.0072400263,0.94390297,5.2156865e-06
M_1099_25y0m_1_dysfluent_101,0.00042274897,0.010368681,0.0013609105,0.00013926814,0.00032950277
M_1099_25y0m_1_dysfluent_102,0.0022414695,0.31667283,0.0012127385,0.0024289072,0.9886746
M_1099_25y0m_1_dysfluent_103,0.0064365044,0.087897316,0.0018975748,0.0005225293,0.99157953
M_1099_25y0m_1_dysfluent_104,0.036286946,0.9037218,0.0006516942,0.0001625903,0.22268958
M_1099_25y0m_1_dysfluent_105,0.000910905,0.6668487,0.1085182,0.011081642,0.91913545
M_1099_25y0m_1_dysfluent_106,0.00020709728,0.0029267012,0.0033761854,0.00034416263,0.0022123
M_1099_25y0m_1_dysfluent_107,0.00019101395,0.0044665667,0.0019332028,0.0002824148,0.0020589367
M_1099_25y0m_1_dysfluent_108,0.0028393648,0.9926005,0.018041551,0.0009114233,0.0070628393
M_1099_25y0m_1_dysfluent_109,0.5372399,0.6044731,0.00018344159,0.07238902,0.5483634
M_1099_25y0m_1_dysfluent_110,0.020224111,0.031557225,0.0011135961,0.004803245,0.99960464
M_1099_25y0m_1_dysfluent_111,0.012439387,0.054315735,0.0015835372,0.0014940163,0.9993611
M_1099_25y0m_1_dysfluent_112,0.025007691,0.0029854504,0.002032153,0.0030265588,0.99826103
M_1099_25y0m_1_dysfluent_113,0.004612437,0.0147831775,0.0038217725,0.0011334223,0.9984275
M_1099_25y0m_1_dysfluent_114,0.008861737,0.17943545,0.00086722866,0.0028265964,0.9986553
M_1099_25y0m_1_dysfluent_115,0.008099891,0.926583,0.0018223407,0.0014746785,0.968549
M_1099_25y0m_1_dysfluent_116,0.0041930196,0.10685927,0.0014695822,0.0009722197,0.99795
M_1099_25y0m_1_dysfluent_117,0.003903214,0.0166136,0.00596277,0.002034942,0.9989411
M_1099_25y0m_1_dysfluent_118,0.0026721177,0.06092858,0.0010537354,0.0050063967,0.9963672
M_1099_25y0m_1_dysfluent_119,0.0059253233,0.4254199,0.70574194,0.0009446511,1.09636885e-05
M_1099_25y0m_1_dysfluent_120,0.11384972,0.0032567265,0.002437353,0.0026998483,0.9993623
M_1099_25y0m_1_dysfluent_121,0.021330446,0.011088515,0.00023965168,0.99483746,0.41434538
M_1099_25y0m_1_dysfluent_122,0.006686352,0.024684919,0.0018934574,0.0002814211,0.9928196
M_1099_25y0m_1_dysfluent_123,0.0010784633,0.16914973,0.0064107976,0.00015085697,0.9236771
M_1099_25y0m_1_dysfluent_124,0.003447485,0.42018607,0.010751866,0.00028666024,0.99076897
M_1099_25y0m_1_dysfluent_125,0.00037802747,0.8544927,0.019222407,0.893449,9.998455e-05
M_1099_25y0m_1_dysfluent_126,0.011310709,0.18217863,0.00096161914,0.0055672713,0.99676126
M_1099_25y0m_1_dysfluent_127,0.0024415292,0.7918795,0.0038815883,0.020066213,0.9457686
M_1099_25y0m_1_dysfluent_128,0.0039623454,0.38881373,0.010704089,0.002708656,0.9983204
M_1099_25y0m_1_dysfluent_129,0.002735218,0.8082343,0.0017375916,0.0007605626,0.9835977
M_1099_25y0m_1_dysfluent_130,0.0071404967,0.4607986,6.7054694e-05,0.08412402,0.54202104
