Show,EpId,ClipId,Unsure,PoorAudioQuality,Prolongation,Block,SoundRep,WordRep,Interjection,NoStutteredWords,NoSpeech,Clip,audio_path
FluencyBank,071,118,0,0,0,1,1,0,0,1,0,FluencyBank_071_118,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/071/FluencyBank_071_118.wav
FluencyBank,071,119,0,0,0,0,2,2,1,0,0,FluencyBank_071_119,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/071/FluencyBank_071_119.wav
FluencyBank,071,120,0,0,0,0,3,0,0,0,0,FluencyBank_071_120,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/071/FluencyBank_071_120.wav
FluencyBank,076,0,0,0,0,0,2,0,0,1,0,FluencyBank_076_0,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_0.wav
FluencyBank,076,1,0,0,0,1,1,3,0,0,0,FluencyBank_076_1,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_1.wav
FluencyBank,076,2,0,0,0,0,1,1,3,1,0,FluencyBank_076_2,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_2.wav
FluencyBank,076,3,0,0,0,1,0,0,1,2,0,FluencyBank_076_3,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_3.wav
FluencyBank,076,4,0,0,0,2,2,0,0,0,0,FluencyBank_076_4,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_4.wav
FluencyBank,076,5,0,0,0,0,1,0,0,2,0,FluencyBank_076_5,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_5.wav
FluencyBank,076,6,0,0,0,2,1,0,0,1,0,FluencyBank_076_6,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_6.wav
FluencyBank,076,7,0,0,0,1,1,2,0,0,0,FluencyBank_076_7,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_7.wav
FluencyBank,076,8,0,0,0,3,0,0,0,0,0,FluencyBank_076_8,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_8.wav
FluencyBank,076,9,0,0,2,1,1,0,0,0,0,FluencyBank_076_9,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_9.wav
FluencyBank,076,10,0,0,2,0,0,0,0,1,0,FluencyBank_076_10,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_10.wav
FluencyBank,076,11,0,0,0,0,0,0,0,3,0,FluencyBank_076_11,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_11.wav
FluencyBank,076,12,0,0,0,0,0,0,3,3,0,FluencyBank_076_12,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_12.wav
FluencyBank,076,13,0,0,1,0,0,0,2,2,0,FluencyBank_076_13,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_13.wav
FluencyBank,076,14,1,0,2,3,2,0,0,0,0,FluencyBank_076_14,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_14.wav
FluencyBank,076,15,0,0,0,2,1,0,0,1,0,FluencyBank_076_15,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_15.wav
FluencyBank,076,16,0,0,0,2,2,0,1,0,0,FluencyBank_076_16,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_16.wav
FluencyBank,076,17,0,0,1,0,0,3,2,0,0,FluencyBank_076_17,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_17.wav
FluencyBank,076,18,0,0,0,1,1,2,3,0,0,FluencyBank_076_18,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_18.wav
FluencyBank,076,19,0,0,1,1,1,0,0,1,0,FluencyBank_076_19,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_19.wav
FluencyBank,076,20,0,0,3,0,0,0,0,0,0,FluencyBank_076_20,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_20.wav
FluencyBank,076,21,0,0,0,2,1,0,1,0,0,FluencyBank_076_21,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_21.wav
FluencyBank,076,22,1,0,0,1,2,0,0,0,0,FluencyBank_076_22,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_22.wav
FluencyBank,076,23,0,0,0,1,0,0,0,2,0,FluencyBank_076_23,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_23.wav
FluencyBank,076,24,1,0,0,1,0,0,0,2,0,FluencyBank_076_24,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_24.wav
FluencyBank,076,25,0,0,0,2,2,0,0,0,0,FluencyBank_076_25,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_25.wav
FluencyBank,076,26,0,0,0,2,2,0,1,0,0,FluencyBank_076_26,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_26.wav
FluencyBank,076,27,1,0,0,1,0,1,2,1,0,FluencyBank_076_27,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_27.wav
FluencyBank,076,28,1,0,3,2,1,0,0,0,0,FluencyBank_076_28,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_28.wav
FluencyBank,076,29,0,0,0,1,0,1,2,1,0,FluencyBank_076_29,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_29.wav
FluencyBank,076,30,0,0,0,1,0,0,0,2,0,FluencyBank_076_30,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_30.wav
FluencyBank,076,31,0,0,0,0,0,0,0,3,0,FluencyBank_076_31,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_31.wav
FluencyBank,076,32,0,0,0,0,0,0,1,3,0,FluencyBank_076_32,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_32.wav
FluencyBank,076,33,0,0,1,1,0,0,3,1,0,FluencyBank_076_33,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_33.wav
FluencyBank,076,34,0,0,0,1,0,0,0,2,0,FluencyBank_076_34,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_34.wav
FluencyBank,076,35,0,0,3,1,0,0,1,0,0,FluencyBank_076_35,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_35.wav
FluencyBank,076,36,0,0,0,1,2,0,0,0,0,FluencyBank_076_36,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_36.wav
FluencyBank,076,37,1,0,0,3,2,0,0,0,0,FluencyBank_076_37,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_37.wav
FluencyBank,076,38,0,0,2,0,0,0,0,1,0,FluencyBank_076_38,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_38.wav
FluencyBank,076,39,0,0,3,1,2,0,0,0,0,FluencyBank_076_39,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_39.wav
FluencyBank,076,40,0,0,3,1,2,0,0,0,0,FluencyBank_076_40,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_40.wav
FluencyBank,076,41,0,0,2,3,2,0,0,0,0,FluencyBank_076_41,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_41.wav
FluencyBank,076,42,0,0,1,2,1,2,2,0,0,FluencyBank_076_42,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_42.wav
FluencyBank,076,43,0,0,0,3,1,0,0,0,0,FluencyBank_076_43,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_43.wav
FluencyBank,076,44,1,0,1,1,2,1,2,0,0,FluencyBank_076_44,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_44.wav
FluencyBank,076,45,0,0,1,1,2,1,0,0,0,FluencyBank_076_45,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_45.wav
FluencyBank,076,46,1,0,0,1,0,0,0,2,0,FluencyBank_076_46,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_46.wav
FluencyBank,076,47,0,0,0,0,0,0,0,3,0,FluencyBank_076_47,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_47.wav
FluencyBank,076,48,0,0,0,2,2,0,0,0,0,FluencyBank_076_48,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_48.wav
FluencyBank,076,49,0,0,0,2,0,0,0,1,0,FluencyBank_076_49,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_49.wav
FluencyBank,076,50,1,0,0,2,2,0,0,0,0,FluencyBank_076_50,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_50.wav
FluencyBank,076,51,1,0,1,0,0,1,0,2,0,FluencyBank_076_51,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_51.wav
FluencyBank,076,52,1,0,1,1,0,0,0,1,0,FluencyBank_076_52,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_52.wav
FluencyBank,076,53,0,0,1,0,2,0,3,0,0,FluencyBank_076_53,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_53.wav
FluencyBank,076,54,0,0,0,0,0,0,3,3,0,FluencyBank_076_54,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_54.wav
FluencyBank,076,55,0,0,2,2,1,1,2,0,0,FluencyBank_076_55,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_55.wav
FluencyBank,076,56,0,0,0,0,0,1,2,2,0,FluencyBank_076_56,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_56.wav
FluencyBank,076,57,0,0,0,1,0,0,2,2,0,FluencyBank_076_57,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_57.wav
FluencyBank,076,58,0,0,0,1,2,2,1,0,0,FluencyBank_076_58,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_58.wav
FluencyBank,076,59,2,0,0,1,0,0,0,0,0,FluencyBank_076_59,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_59.wav
FluencyBank,076,60,1,0,0,1,1,1,0,1,0,FluencyBank_076_60,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_60.wav
FluencyBank,076,61,0,0,1,1,1,0,0,0,0,FluencyBank_076_61,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_61.wav
FluencyBank,076,62,0,0,0,0,0,0,0,3,0,FluencyBank_076_62,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_62.wav
FluencyBank,076,63,0,0,0,0,0,0,0,3,0,FluencyBank_076_63,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_63.wav
FluencyBank,076,64,0,0,0,0,0,0,3,3,0,FluencyBank_076_64,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_64.wav
FluencyBank,076,65,0,0,0,0,1,0,0,2,0,FluencyBank_076_65,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_65.wav
FluencyBank,076,66,0,0,0,1,0,2,0,0,0,FluencyBank_076_66,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_66.wav
FluencyBank,076,67,0,0,0,0,0,0,0,3,0,FluencyBank_076_67,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_67.wav
FluencyBank,076,68,0,0,1,2,1,2,1,0,0,FluencyBank_076_68,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_68.wav
FluencyBank,076,69,1,0,1,1,0,1,0,1,0,FluencyBank_076_69,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_69.wav
FluencyBank,076,70,0,0,0,1,0,1,0,1,0,FluencyBank_076_70,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_70.wav
FluencyBank,076,71,0,0,3,0,0,0,1,0,0,FluencyBank_076_71,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_71.wav
FluencyBank,076,72,0,0,2,1,0,1,2,0,0,FluencyBank_076_72,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_72.wav
FluencyBank,076,73,0,0,0,1,2,0,1,1,0,FluencyBank_076_73,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_73.wav
FluencyBank,076,74,1,0,0,1,0,1,0,1,0,FluencyBank_076_74,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_74.wav
FluencyBank,076,75,0,0,0,1,1,1,3,1,0,FluencyBank_076_75,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_75.wav
FluencyBank,076,76,1,0,0,1,0,0,1,2,0,FluencyBank_076_76,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_76.wav
FluencyBank,076,77,3,0,0,1,0,0,0,1,0,FluencyBank_076_77,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_77.wav
FluencyBank,076,78,0,0,0,0,3,0,0,0,0,FluencyBank_076_78,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_78.wav
FluencyBank,076,79,0,0,0,1,0,0,1,2,0,FluencyBank_076_79,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_79.wav
FluencyBank,076,80,0,0,0,2,0,0,0,1,0,FluencyBank_076_80,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_80.wav
FluencyBank,076,81,0,0,1,1,2,1,0,0,0,FluencyBank_076_81,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_81.wav
FluencyBank,076,82,1,0,0,1,1,0,2,1,0,FluencyBank_076_82,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_82.wav
FluencyBank,076,83,1,0,1,3,1,0,1,0,0,FluencyBank_076_83,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_83.wav
FluencyBank,076,84,3,0,0,0,0,2,0,0,0,FluencyBank_076_84,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_84.wav
FluencyBank,076,85,0,0,0,0,0,0,0,3,0,FluencyBank_076_85,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_85.wav
FluencyBank,076,86,0,0,0,0,0,0,0,3,0,FluencyBank_076_86,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_86.wav
FluencyBank,076,87,0,0,0,0,0,0,0,3,0,FluencyBank_076_87,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_87.wav
FluencyBank,076,88,0,0,0,0,0,0,2,3,0,FluencyBank_076_88,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_88.wav
FluencyBank,076,89,0,0,2,2,0,0,0,0,0,FluencyBank_076_89,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_89.wav
FluencyBank,076,90,0,0,0,0,0,0,0,3,0,FluencyBank_076_90,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_90.wav
FluencyBank,076,91,0,0,0,0,0,0,0,3,0,FluencyBank_076_91,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_91.wav
FluencyBank,076,92,0,0,0,0,0,0,0,3,0,FluencyBank_076_92,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_92.wav
FluencyBank,076,93,0,0,3,0,0,0,3,0,0,FluencyBank_076_93,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_93.wav
FluencyBank,076,94,0,0,0,1,0,0,3,2,0,FluencyBank_076_94,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_94.wav
FluencyBank,076,95,0,0,1,0,2,0,0,0,0,FluencyBank_076_95,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/076/FluencyBank_076_95.wav
FluencyBank,081,0,0,0,0,0,0,0,0,3,0,FluencyBank_081_0,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_0.wav
FluencyBank,081,1,0,0,1,1,1,0,0,1,0,FluencyBank_081_1,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_1.wav
FluencyBank,081,2,0,0,2,0,0,0,3,1,0,FluencyBank_081_2,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_2.wav
FluencyBank,081,3,0,0,0,2,0,1,0,0,0,FluencyBank_081_3,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_3.wav
FluencyBank,081,4,0,0,1,0,0,0,3,2,0,FluencyBank_081_4,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_4.wav
FluencyBank,081,5,0,0,1,1,0,0,0,1,0,FluencyBank_081_5,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_5.wav
FluencyBank,081,6,2,0,0,1,1,0,2,1,0,FluencyBank_081_6,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_6.wav
FluencyBank,081,7,0,0,0,0,0,3,0,0,0,FluencyBank_081_7,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_7.wav
FluencyBank,081,8,0,0,0,0,0,3,0,0,0,FluencyBank_081_8,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_8.wav
FluencyBank,081,9,0,0,0,0,2,0,0,1,0,FluencyBank_081_9,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_9.wav
FluencyBank,081,10,0,0,0,0,0,0,2,3,0,FluencyBank_081_10,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_10.wav
FluencyBank,081,11,0,0,0,0,0,1,0,2,0,FluencyBank_081_11,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_11.wav
FluencyBank,081,12,0,0,0,1,0,0,3,2,0,FluencyBank_081_12,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_12.wav
FluencyBank,081,13,0,0,0,1,2,0,0,0,0,FluencyBank_081_13,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_13.wav
FluencyBank,081,14,0,0,0,0,2,0,2,1,0,FluencyBank_081_14,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_14.wav
FluencyBank,081,15,0,0,0,2,1,0,0,0,0,FluencyBank_081_15,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_15.wav
FluencyBank,081,16,0,0,0,0,0,3,0,0,0,FluencyBank_081_16,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_16.wav
FluencyBank,081,17,0,0,0,1,0,3,0,0,0,FluencyBank_081_17,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_17.wav
FluencyBank,081,18,0,0,0,0,3,0,1,0,0,FluencyBank_081_18,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_18.wav
FluencyBank,081,19,0,0,1,0,0,0,3,2,0,FluencyBank_081_19,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_19.wav
FluencyBank,081,20,0,0,0,1,1,0,0,1,0,FluencyBank_081_20,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_20.wav
FluencyBank,081,21,0,0,0,1,3,0,0,0,0,FluencyBank_081_21,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_21.wav
FluencyBank,081,22,0,0,0,0,0,0,3,3,0,FluencyBank_081_22,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_22.wav
FluencyBank,081,23,0,0,0,0,0,0,0,3,0,FluencyBank_081_23,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_23.wav
FluencyBank,081,24,0,0,0,0,0,0,1,3,0,FluencyBank_081_24,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_24.wav
FluencyBank,081,25,0,0,0,0,0,3,1,0,0,FluencyBank_081_25,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_25.wav
FluencyBank,081,26,0,0,0,0,0,0,0,3,0,FluencyBank_081_26,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_26.wav
FluencyBank,081,27,0,0,0,0,0,0,0,3,0,FluencyBank_081_27,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_27.wav
FluencyBank,081,28,0,0,1,0,0,0,2,2,0,FluencyBank_081_28,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_28.wav
FluencyBank,081,29,0,0,0,1,2,0,0,0,0,FluencyBank_081_29,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_29.wav
FluencyBank,081,30,0,0,0,0,0,0,0,3,0,FluencyBank_081_30,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_30.wav
FluencyBank,081,31,0,0,0,0,0,0,0,3,0,FluencyBank_081_31,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_31.wav
FluencyBank,081,32,0,0,0,1,2,0,0,0,0,FluencyBank_081_32,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_32.wav
FluencyBank,081,33,0,0,0,0,0,0,0,3,0,FluencyBank_081_33,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_33.wav
FluencyBank,081,34,1,0,0,0,0,0,0,2,0,FluencyBank_081_34,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_34.wav
FluencyBank,081,35,0,0,3,0,0,0,0,0,0,FluencyBank_081_35,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_35.wav
FluencyBank,081,36,0,0,0,0,2,0,0,1,0,FluencyBank_081_36,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_36.wav
FluencyBank,081,37,0,0,1,0,0,0,2,2,0,FluencyBank_081_37,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_37.wav
FluencyBank,081,38,0,0,0,0,0,0,2,3,0,FluencyBank_081_38,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_38.wav
FluencyBank,081,39,0,0,0,0,1,2,2,0,0,FluencyBank_081_39,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_39.wav
FluencyBank,081,40,0,0,0,1,0,0,0,2,0,FluencyBank_081_40,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_40.wav
FluencyBank,081,41,0,0,0,1,0,1,1,1,0,FluencyBank_081_41,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_41.wav
FluencyBank,081,42,1,0,0,2,0,0,0,1,0,FluencyBank_081_42,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_42.wav
FluencyBank,081,43,1,0,0,1,1,0,0,2,0,FluencyBank_081_43,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_43.wav
FluencyBank,081,44,0,0,0,0,3,0,1,0,0,FluencyBank_081_44,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_44.wav
FluencyBank,081,45,0,0,0,1,1,3,2,0,0,FluencyBank_081_45,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_45.wav
FluencyBank,081,46,0,0,1,0,0,0,2,2,0,FluencyBank_081_46,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_46.wav
FluencyBank,081,47,0,0,0,1,1,0,0,1,0,FluencyBank_081_47,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_47.wav
FluencyBank,081,48,0,0,0,0,2,1,2,0,0,FluencyBank_081_48,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_48.wav
FluencyBank,081,49,0,0,2,0,1,0,1,1,0,FluencyBank_081_49,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_49.wav
FluencyBank,081,50,0,0,0,1,1,1,1,0,0,FluencyBank_081_50,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_50.wav
FluencyBank,081,51,0,0,0,0,0,0,0,3,0,FluencyBank_081_51,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_51.wav
FluencyBank,081,52,0,0,0,1,0,0,0,2,0,FluencyBank_081_52,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_52.wav
FluencyBank,081,53,0,0,0,1,2,0,1,0,0,FluencyBank_081_53,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_53.wav
FluencyBank,081,54,0,0,0,1,0,0,0,3,0,FluencyBank_081_54,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_54.wav
FluencyBank,081,55,0,0,0,0,0,0,0,3,0,FluencyBank_081_55,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_55.wav
FluencyBank,081,56,0,0,0,0,1,0,0,2,0,FluencyBank_081_56,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_56.wav
FluencyBank,081,57,0,0,0,0,1,0,0,2,0,FluencyBank_081_57,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_57.wav
FluencyBank,081,58,0,0,0,1,1,0,0,1,0,FluencyBank_081_58,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_58.wav
FluencyBank,081,59,0,0,1,0,0,0,3,2,0,FluencyBank_081_59,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_59.wav
FluencyBank,081,60,1,0,1,0,0,0,0,1,0,FluencyBank_081_60,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_60.wav
FluencyBank,081,61,1,0,0,1,2,2,1,0,0,FluencyBank_081_61,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_61.wav
FluencyBank,081,62,0,0,0,0,0,0,0,3,0,FluencyBank_081_62,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_62.wav
FluencyBank,081,63,0,0,0,0,0,0,0,3,0,FluencyBank_081_63,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/081/FluencyBank_081_63.wav
