,Show,EpId,ClipId,SEP28k-T,SEP28k-D,Prolongation,Block,SoundRep,WordRep,Interjection,NoStutteredWords
8555,StrongVoices,14,11,train,dev,0,0,0,0,0,3
8556,StrongVoices,14,12,train,dev,0,0,0,0,1,3
8557,StrongVoices,14,13,train,dev,0,0,0,0,0,3
8558,StrongVoices,14,14,train,dev,0,0,0,0,0,3
8559,StrongVoices,14,15,train,dev,0,0,0,0,0,3
8560,StrongVoices,14,16,train,dev,1,0,0,0,0,2
8561,StrongVoices,14,17,train,dev,1,0,0,2,0,1
8562,StrongVoices,14,18,train,dev,0,0,0,0,0,3
8563,StrongVoices,14,19,train,dev,1,0,0,2,0,1
8564,StrongVoices,14,20,train,dev,1,0,0,0,0,3
8565,StrongVoices,14,21,train,dev,0,0,0,0,0,3
8566,StrongVoices,14,22,train,dev,0,1,0,0,0,2
8567,StrongVoices,14,23,train,dev,0,1,0,0,0,2
8568,StrongVoices,14,24,train,dev,0,0,0,0,0,3
8569,StrongVoices,14,25,train,dev,0,0,0,0,0,3
8570,StrongVoices,14,26,train,dev,0,0,0,0,0,3
8571,StrongVoices,14,27,train,dev,0,0,0,0,1,3
8572,StrongVoices,14,28,train,dev,2,1,0,0,0,1
8573,StrongVoices,14,29,train,dev,2,1,0,0,0,2
8574,StrongVoices,14,30,train,dev,0,0,1,0,0,2
8575,StrongVoices,14,31,train,dev,0,0,0,0,0,3
8576,StrongVoices,14,32,train,dev,0,1,0,0,0,2
8577,StrongVoices,14,33,train,dev,0,2,0,0,0,2
8578,StrongVoices,14,34,train,dev,3,0,0,0,0,0
8579,StrongVoices,14,35,train,dev,0,0,0,0,0,3
8580,StrongVoices,14,36,dev,train,0,1,1,0,0,1
8581,StrongVoices,14,37,dev,train,0,1,0,0,0,2
8582,StrongVoices,14,38,dev,train,0,1,0,0,0,2
8583,StrongVoices,14,39,dev,train,0,0,0,0,0,3
8584,StrongVoices,15,0,dev,train,0,0,1,0,0,2
8585,StrongVoices,15,1,dev,train,0,0,0,0,0,3
8586,StrongVoices,15,2,dev,train,0,1,0,0,0,2
8587,StrongVoices,15,3,dev,train,0,0,0,0,0,3
8588,StrongVoices,15,4,dev,train,0,1,0,2,0,0
8589,StrongVoices,15,5,dev,train,3,0,0,0,0,0
8590,StrongVoices,15,6,dev,train,0,0,0,3,1,0
8591,StrongVoices,15,7,dev,train,0,0,0,0,0,3
8592,StrongVoices,15,8,dev,train,0,0,0,0,0,3
8593,StrongVoices,15,9,dev,train,2,0,0,0,0,1
8594,StrongVoices,15,10,dev,train,1,0,0,0,0,2
8595,StrongVoices,15,11,dev,train,0,0,0,0,0,3
8596,StrongVoices,15,12,dev,train,0,0,0,0,0,3
8597,StrongVoices,15,13,dev,train,0,0,0,0,0,3
8598,StrongVoices,15,14,dev,train,2,0,0,0,1,1
8599,StrongVoices,15,15,dev,train,0,2,0,0,0,1
8600,StrongVoices,15,16,dev,train,1,0,0,0,0,2
8601,StrongVoices,15,17,dev,train,0,0,0,0,0,3
8602,StrongVoices,15,18,dev,train,0,0,0,0,0,3
8603,StrongVoices,15,19,dev,train,0,0,0,0,0,3
8604,StrongVoices,15,20,dev,train,0,1,0,0,0,2
8605,StrongVoices,15,21,dev,train,0,1,0,0,0,2
8606,StrongVoices,15,22,dev,train,0,0,0,0,0,3
8607,StrongVoices,15,23,dev,train,1,0,0,0,0,2
8608,StrongVoices,15,24,dev,train,3,0,0,0,0,0
8609,StrongVoices,15,25,dev,train,1,0,0,0,0,3
8610,StrongVoices,15,26,dev,train,0,2,0,0,1,1
8611,StrongVoices,15,27,dev,train,0,1,0,0,0,2
8612,StrongVoices,15,28,dev,train,1,1,1,0,0,1
8613,StrongVoices,15,29,dev,train,0,0,0,0,0,3
8614,StrongVoices,15,30,dev,train,0,2,0,0,0,1
8615,StrongVoices,15,31,dev,train,0,0,1,0,0,2
8616,StrongVoices,15,32,dev,train,0,0,0,0,0,3
8617,StrongVoices,15,33,dev,train,1,0,0,0,0,2
8618,StrongVoices,15,34,dev,train,0,0,0,0,0,3
8619,StrongVoices,15,35,dev,train,0,0,1,1,0,2
8620,StrongVoices,15,36,dev,train,0,0,0,0,0,3
8621,StrongVoices,15,37,dev,train,0,0,0,0,0,3
8622,StrongVoices,15,38,dev,train,0,0,0,0,0,3
8623,StrongVoices,15,39,dev,train,0,0,0,0,0,3
8624,StrongVoices,16,0,dev,train,0,0,0,0,0,3
8625,StrongVoices,16,1,dev,train,0,0,0,0,0,3
8626,StrongVoices,16,2,dev,train,0,0,0,0,2,3
8627,StrongVoices,16,3,dev,train,0,2,0,0,1,1
8628,StrongVoices,16,4,dev,train,0,0,0,0,0,3
8629,StrongVoices,16,5,dev,train,0,0,0,0,0,3
8630,StrongVoices,16,6,dev,train,0,0,0,0,0,3
8631,StrongVoices,16,7,dev,train,1,2,0,0,0,2
8632,StrongVoices,16,8,dev,train,0,2,0,0,1,1
8633,StrongVoices,16,9,dev,train,0,0,0,0,0,3
8634,StrongVoices,16,10,dev,train,0,0,0,0,0,3
8635,StrongVoices,16,11,dev,train,1,0,0,0,0,2
8636,StrongVoices,16,12,dev,train,3,0,0,0,0,0
8637,StrongVoices,16,13,dev,train,0,0,0,0,0,3
8638,StrongVoices,16,14,dev,train,0,0,0,0,0,3
8639,StrongVoices,16,15,dev,train,0,0,0,0,0,3
8640,StrongVoices,16,16,dev,train,0,0,0,0,0,3
8641,StrongVoices,16,17,dev,train,0,0,0,0,0,3
8642,StrongVoices,16,18,dev,train,0,0,0,0,0,3
8643,StrongVoices,16,19,dev,train,0,0,0,0,0,3
8644,StrongVoices,16,20,dev,train,0,0,0,0,0,3
8645,StrongVoices,16,21,dev,train,0,1,0,0,0,2
8646,StrongVoices,16,22,dev,train,1,0,0,0,1,2
8647,StrongVoices,16,23,dev,train,0,0,0,0,0,3
8648,StrongVoices,16,24,dev,train,1,0,0,0,0,3
8649,StrongVoices,16,25,dev,train,0,1,0,0,0,2
8650,StrongVoices,16,26,dev,train,0,0,0,0,0,3
8651,StrongVoices,16,27,dev,train,0,0,0,3,1,0
8652,StrongVoices,16,28,dev,train,0,0,0,1,3,2
8653,StrongVoices,16,29,dev,train,0,0,0,0,0,3
8654,StrongVoices,16,30,dev,train,2,0,0,2,0,1
8655,StrongVoices,16,31,dev,train,0,0,0,1,0,2
8656,StrongVoices,16,32,dev,train,0,0,0,0,0,3
8657,StrongVoices,16,33,dev,train,0,0,0,0,0,3
8658,StrongVoices,16,34,dev,train,0,0,0,1,0,2
8659,StrongVoices,16,35,dev,train,0,0,0,0,0,3
8660,StrongVoices,16,36,dev,train,1,1,0,0,0,1
8661,StrongVoices,16,37,dev,train,1,0,1,0,0,1
8662,StrongVoices,16,38,dev,train,0,0,0,0,0,3
8663,StrongVoices,16,39,dev,train,1,0,0,0,0,2
8664,StrongVoices,17,0,train,dev,3,1,0,0,0,0
8665,StrongVoices,17,1,train,dev,3,1,0,0,1,0
8666,StrongVoices,17,2,train,dev,3,1,0,0,1,0
8667,StrongVoices,17,3,dev,train,0,0,0,0,0,3
8668,StrongVoices,17,4,train,dev,0,1,0,0,0,2
8669,StrongVoices,17,5,dev,train,0,0,0,0,0,3
8670,StrongVoices,17,6,dev,train,0,1,0,0,0,2
8671,StrongVoices,17,7,train,dev,1,1,0,0,0,1
8672,StrongVoices,17,8,dev,train,0,0,1,2,0,0
8673,StrongVoices,17,9,train,dev,0,1,0,0,1,2
8674,StrongVoices,17,10,train,dev,2,0,1,0,0,1
8675,StrongVoices,17,11,train,dev,0,1,0,0,0,2
8676,StrongVoices,17,12,train,dev,0,1,0,0,0,2
8677,StrongVoices,17,13,train,dev,3,2,0,0,2,0
8678,StrongVoices,17,14,train,dev,0,1,0,0,0,2
8679,StrongVoices,17,15,train,dev,0,1,0,0,0,2
8680,StrongVoices,17,16,dev,train,1,1,0,0,0,1
8681,StrongVoices,17,17,train,dev,3,0,0,0,0,0
8682,StrongVoices,17,18,train,dev,2,1,0,0,0,1
8683,StrongVoices,17,19,train,dev,0,0,0,0,0,3
8684,StrongVoices,17,20,dev,train,2,0,0,1,0,0
8685,StrongVoices,17,21,train,dev,0,0,0,0,0,3
8686,StrongVoices,17,22,train,dev,1,0,1,0,0,1
8687,StrongVoices,17,23,train,dev,3,0,0,0,0,0
8688,StrongVoices,17,24,train,dev,0,1,0,0,0,3
8689,StrongVoices,17,25,train,dev,1,1,0,0,0,2
8690,StrongVoices,17,26,train,dev,1,1,0,0,0,1
8691,StrongVoices,17,27,train,dev,3,0,0,0,0,0
8692,StrongVoices,17,28,train,dev,0,1,0,0,0,3
8693,StrongVoices,17,29,dev,train,3,1,0,0,0,1
8694,StrongVoices,17,30,train,dev,0,0,0,0,0,3
8695,StrongVoices,17,31,train,dev,2,0,0,0,0,1
8696,StrongVoices,17,32,train,dev,0,1,0,0,0,2
8697,StrongVoices,17,33,train,dev,1,0,0,0,0,2
8698,StrongVoices,17,34,train,dev,0,1,0,0,0,2
8699,StrongVoices,17,35,train,dev,1,1,0,0,0,1
8700,StrongVoices,17,36,train,dev,1,0,0,1,0,1
8701,StrongVoices,17,37,dev,train,0,0,0,0,0,3
8702,StrongVoices,17,38,train,dev,0,2,0,0,0,1
8703,StrongVoices,17,39,dev,train,1,0,0,0,1,2
8704,StrongVoices,18,0,train,dev,1,0,0,2,0,1
8705,StrongVoices,18,1,dev,train,0,0,0,0,0,3
8706,StrongVoices,18,2,train,dev,0,1,0,0,0,2
8707,StrongVoices,18,3,dev,train,3,1,0,0,2,0
8708,StrongVoices,18,4,dev,train,0,1,0,0,0,2
8709,StrongVoices,18,5,train,dev,0,0,0,0,0,2
8710,StrongVoices,18,6,train,dev,1,1,0,0,3,1
8711,StrongVoices,18,7,dev,train,0,1,0,0,0,2
8712,StrongVoices,18,8,dev,train,0,0,0,0,0,3
8713,StrongVoices,18,9,dev,train,0,1,0,0,0,2
8714,StrongVoices,18,10,train,dev,0,0,0,0,0,3
8715,StrongVoices,18,11,train,dev,0,0,0,0,0,3
8716,StrongVoices,18,12,dev,train,2,3,1,0,0,0
8717,StrongVoices,18,13,dev,train,1,1,0,0,0,1
8718,StrongVoices,18,14,train,dev,0,1,0,0,0,2
8719,StrongVoices,18,15,train,dev,0,1,0,0,0,2
8720,StrongVoices,18,16,train,dev,0,0,0,0,0,3
8721,StrongVoices,18,17,train,dev,0,1,0,0,0,2
8722,StrongVoices,18,18,dev,train,0,0,0,0,2,3
8723,StrongVoices,18,19,dev,train,3,2,0,0,0,0
8724,StrongVoices,18,20,train,dev,0,1,0,0,0,2
8725,StrongVoices,18,21,dev,train,0,1,0,0,0,2
8726,StrongVoices,18,22,dev,train,1,1,0,0,0,2
8727,StrongVoices,18,23,dev,train,0,1,0,0,0,2
8728,StrongVoices,18,24,dev,train,2,1,0,0,1,0
8729,StrongVoices,18,25,train,dev,1,1,0,0,0,1
8730,StrongVoices,18,26,dev,train,0,1,0,0,0,2
8731,StrongVoices,18,27,dev,train,3,2,0,0,0,0
8732,StrongVoices,18,28,dev,train,0,1,0,0,0,2
8733,StrongVoices,18,29,dev,train,0,0,0,0,0,3
8734,StrongVoices,18,30,dev,train,0,0,0,0,0,3
8735,StrongVoices,18,31,dev,train,0,0,0,0,0,3
8736,StrongVoices,18,32,train,dev,0,0,0,0,0,3
8737,StrongVoices,18,33,dev,train,3,1,0,0,0,0
8738,StrongVoices,18,34,dev,train,2,1,0,0,0,0
8739,StrongVoices,18,35,train,dev,0,0,0,0,3,3
8740,StrongVoices,18,36,dev,train,0,1,0,0,0,2
8741,StrongVoices,18,37,dev,train,0,1,0,0,0,2
8742,StrongVoices,18,38,dev,train,0,1,0,0,0,2
8743,StrongVoices,18,39,train,dev,0,0,0,0,0,2
8744,StrongVoices,19,0,train,dev,2,0,0,0,0,1
8745,StrongVoices,19,1,train,dev,0,0,0,0,0,3
8746,StrongVoices,19,2,train,dev,0,0,0,0,2,3
8747,StrongVoices,19,3,train,dev,1,0,0,0,0,2
8748,StrongVoices,19,4,train,dev,2,0,0,0,0,1
8749,StrongVoices,19,5,train,dev,1,0,0,0,0,2
8750,StrongVoices,19,6,train,dev,0,0,0,0,0,3
8751,StrongVoices,19,7,train,dev,1,1,0,0,0,1
8752,StrongVoices,19,8,train,dev,1,0,0,0,0,3
8753,StrongVoices,19,9,train,dev,0,0,0,0,1,3
8754,StrongVoices,19,10,train,dev,0,0,0,0,3,3
8755,StrongVoices,19,11,dev,train,2,1,0,0,0,1
8756,StrongVoices,19,12,train,dev,3,0,0,0,2,0
8757,StrongVoices,19,13,dev,train,0,1,0,0,0,2
8758,StrongVoices,19,14,train,dev,1,0,0,0,0,2
8759,StrongVoices,19,15,train,dev,2,1,0,0,1,1
8760,StrongVoices,19,16,train,dev,0,0,0,0,2,3
8761,StrongVoices,19,17,train,dev,0,0,0,0,0,3
8762,StrongVoices,19,18,train,dev,0,0,0,0,0,3
8763,StrongVoices,19,19,dev,train,2,0,0,0,0,1
8764,StrongVoices,19,20,train,dev,0,1,0,0,0,2
8765,StrongVoices,19,21,train,dev,0,0,0,0,0,3
8766,StrongVoices,19,22,train,dev,0,1,0,0,1,2
8767,StrongVoices,19,23,dev,train,1,2,0,0,0,0
8768,StrongVoices,19,24,dev,train,1,0,0,0,0,3
8769,StrongVoices,19,25,dev,train,1,1,0,0,0,1
8770,StrongVoices,19,26,dev,train,0,3,0,0,0,0
8771,StrongVoices,19,27,dev,train,1,1,0,0,3,1
8772,StrongVoices,19,28,train,dev,1,1,0,0,0,2
8773,StrongVoices,19,29,train,dev,3,0,0,0,2,0
8774,StrongVoices,19,30,train,dev,0,1,0,0,0,2
8775,StrongVoices,19,31,train,dev,0,0,0,0,0,3
8776,StrongVoices,19,32,train,dev,1,0,0,0,0,2
8777,StrongVoices,19,33,train,dev,1,1,0,0,0,1
8778,StrongVoices,19,34,train,dev,0,2,0,0,0,1
8779,StrongVoices,19,35,train,dev,2,1,0,0,0,0
8780,StrongVoices,19,36,train,dev,1,0,0,0,0,3
8781,StrongVoices,19,37,dev,train,0,0,0,0,0,3
8782,StrongVoices,19,38,train,dev,1,0,0,0,0,3
8783,StrongVoices,19,39,train,dev,3,0,0,0,1,0
8784,StrongVoices,20,0,dev,train,2,0,0,0,0,1
8785,StrongVoices,20,1,dev,train,0,1,0,0,0,2
8786,StrongVoices,20,2,dev,train,0,1,0,0,0,2
8787,StrongVoices,20,3,dev,train,0,0,0,0,0,3
8788,StrongVoices,20,4,dev,train,1,1,0,0,3,1
8789,StrongVoices,20,5,dev,train,0,0,0,0,0,3
8790,StrongVoices,20,6,dev,train,1,0,0,0,0,2
8791,StrongVoices,20,7,dev,train,0,0,0,0,0,3
8792,StrongVoices,20,8,dev,train,0,0,0,0,0,3
8793,StrongVoices,20,9,dev,train,0,0,0,0,0,3
8794,StrongVoices,20,10,train,dev,3,0,0,0,0,0
8795,StrongVoices,20,11,dev,train,0,0,0,0,0,3
8796,StrongVoices,20,12,dev,train,2,0,0,0,2,2
8797,StrongVoices,20,13,dev,train,0,0,0,0,0,3
8798,StrongVoices,20,14,train,dev,0,1,0,0,0,2
8799,StrongVoices,20,15,dev,train,0,1,0,0,0,3
8800,StrongVoices,20,16,dev,train,0,1,0,0,0,2
8801,StrongVoices,20,17,dev,train,0,0,0,0,0,3
8802,StrongVoices,20,18,dev,train,1,0,0,0,0,3
8803,StrongVoices,20,19,dev,train,0,0,0,0,0,3
8804,StrongVoices,20,20,dev,train,2,0,1,0,0,1
8805,StrongVoices,20,21,train,dev,0,0,0,0,1,3
8806,StrongVoices,20,22,dev,train,3,0,0,0,0,0
8807,StrongVoices,20,23,dev,train,0,0,0,0,0,3
8808,StrongVoices,20,24,dev,train,0,1,0,0,0,2
8809,StrongVoices,20,25,dev,train,1,1,0,0,1,2
8810,StrongVoices,20,26,dev,train,0,1,0,0,0,2
8811,StrongVoices,20,27,dev,train,0,1,0,0,0,2
8812,StrongVoices,20,28,train,dev,2,0,0,0,0,1
8813,StrongVoices,20,29,dev,train,0,1,0,0,2,3
8814,StrongVoices,20,30,dev,train,0,0,0,0,0,3
8815,StrongVoices,20,31,dev,train,0,0,0,0,0,3
8816,StrongVoices,20,32,dev,train,2,0,0,0,0,1
8817,StrongVoices,20,33,dev,train,0,1,1,3,1,0
8818,StrongVoices,20,34,dev,train,0,0,0,0,2,3
8819,StrongVoices,20,35,dev,train,0,0,0,0,0,3
8820,StrongVoices,20,36,dev,train,1,0,0,0,2,2
8821,StrongVoices,20,37,dev,train,0,0,0,0,0,3
8822,StrongVoices,20,38,dev,train,0,0,0,0,0,3
8823,StrongVoices,20,39,dev,train,0,0,0,0,0,3
8824,StrongVoices,21,0,train,dev,0,2,0,0,0,1
8825,StrongVoices,21,1,train,dev,1,0,0,0,0,2
8826,StrongVoices,21,2,train,dev,0,2,0,0,2,1
8827,StrongVoices,21,3,train,dev,1,1,1,0,0,1
8828,StrongVoices,21,4,train,dev,1,2,0,0,0,1
8829,StrongVoices,21,5,train,dev,0,0,0,0,0,3
8830,StrongVoices,21,6,train,dev,0,0,0,0,3,3
8831,StrongVoices,21,7,train,dev,0,1,0,0,0,2
8832,StrongVoices,21,8,train,dev,0,0,0,0,0,3
8833,StrongVoices,21,9,train,dev,0,0,0,1,0,2
8834,StrongVoices,21,10,train,dev,0,2,0,0,0,1
8835,StrongVoices,21,11,train,dev,0,0,0,0,0,3
8836,StrongVoices,21,12,train,dev,0,0,0,0,0,3
8837,StrongVoices,21,13,train,dev,3,0,0,0,0,0
8838,StrongVoices,21,14,train,dev,0,0,0,0,0,3
8839,StrongVoices,21,15,train,dev,0,0,0,0,0,3
8840,StrongVoices,21,16,train,dev,0,0,0,0,0,3
8841,StrongVoices,21,17,train,dev,0,0,0,0,0,3
8842,StrongVoices,21,18,train,dev,0,0,0,0,0,3
8843,StrongVoices,21,19,train,dev,0,2,0,0,0,2
8844,StrongVoices,21,20,train,dev,0,2,0,0,0,1
8845,StrongVoices,21,21,train,dev,3,0,0,0,0,0
8846,StrongVoices,21,22,train,dev,0,2,1,0,0,1
8847,StrongVoices,21,23,train,dev,0,2,3,0,0,1
8848,StrongVoices,21,24,dev,train,0,2,0,0,0,1
8849,StrongVoices,21,25,dev,train,1,1,0,0,0,1
8850,StrongVoices,21,26,dev,train,0,0,0,0,0,3
8851,StrongVoices,21,27,dev,train,1,1,0,0,0,2
8852,StrongVoices,21,28,dev,train,0,1,0,0,0,2
8853,StrongVoices,21,29,dev,train,2,1,0,0,1,1
8854,StrongVoices,21,30,train,dev,0,0,0,0,0,3
8855,StrongVoices,21,31,dev,train,0,0,0,0,0,3
8856,StrongVoices,21,32,train,dev,0,0,0,0,0,3
8857,StrongVoices,21,33,train,dev,0,2,0,0,0,1
8858,StrongVoices,21,34,train,dev,0,0,0,0,0,3
8859,StrongVoices,21,35,train,dev,0,2,0,0,0,1
8860,StrongVoices,21,36,train,dev,0,2,0,0,0,1
8861,StrongVoices,21,37,train,dev,1,1,0,0,0,1
8862,StrongVoices,21,38,train,dev,0,0,0,0,0,3
8863,StrongVoices,21,39,train,dev,0,0,0,0,0,3
8864,StrongVoices,21,40,train,dev,2,2,0,0,1,1
8865,StrongVoices,21,41,train,dev,0,1,0,0,0,2
8866,StrongVoices,21,42,train,dev,0,1,0,0,0,2
8867,StrongVoices,21,43,train,dev,0,0,0,1,0,2
8868,StrongVoices,21,44,train,dev,0,0,0,0,0,3
8869,StrongVoices,21,45,train,dev,1,0,0,0,0,2
8870,StrongVoices,21,46,train,dev,0,0,0,0,0,3
8871,StrongVoices,21,47,train,dev,2,2,0,0,0,0
8872,StrongVoices,21,48,train,dev,0,1,0,0,0,2
8873,StrongVoices,21,49,dev,train,0,1,0,0,0,2
8874,StrongVoices,21,50,dev,train,1,1,0,0,0,1
8875,StrongVoices,21,51,dev,train,0,2,0,0,1,1
8876,StrongVoices,21,52,dev,train,0,2,0,0,0,1
8877,StrongVoices,21,53,train,dev,0,0,0,0,0,3
8878,StrongVoices,21,54,train,dev,0,1,1,0,0,1
8879,StrongVoices,21,55,train,dev,0,1,0,0,0,2
8880,StrongVoices,21,56,train,dev,0,1,0,0,0,2
8881,StrongVoices,21,57,train,dev,0,2,0,0,0,1
8882,StrongVoices,21,58,train,dev,0,1,0,0,0,2
8883,StrongVoices,21,59,train,dev,3,0,0,0,0,0
8884,StrongVoices,21,60,train,dev,0,1,0,0,0,2
8885,StrongVoices,21,61,train,dev,0,0,0,0,0,3
8886,StrongVoices,21,62,train,dev,0,0,0,0,0,3
8887,StrongVoices,21,63,train,dev,0,1,0,0,0,3
8888,StrongVoices,21,64,train,dev,0,0,0,0,0,3
8889,StrongVoices,21,65,train,dev,2,1,0,0,0,1
8890,StrongVoices,21,66,train,dev,0,0,0,2,0,1
8891,StrongVoices,21,67,train,dev,1,0,0,0,1,2
8892,StrongVoices,21,68,train,dev,0,0,0,0,0,3
8893,StrongVoices,21,69,train,dev,1,0,0,1,0,1
8894,StrongVoices,21,70,train,dev,0,0,0,0,0,3
8895,StrongVoices,21,71,train,dev,0,0,0,0,0,3
8896,StrongVoices,21,72,train,dev,0,0,0,0,1,3
8897,StrongVoices,21,73,dev,train,1,2,0,0,0,0
8898,StrongVoices,21,74,dev,train,1,0,0,0,0,2
8899,StrongVoices,21,75,train,dev,0,2,0,0,0,2
8900,StrongVoices,21,76,train,dev,0,3,0,0,0,0
8901,StrongVoices,21,77,train,dev,1,1,0,0,0,1
8902,StrongVoices,21,78,train,dev,0,1,0,0,0,2
8903,StrongVoices,21,79,train,dev,0,0,0,0,2,3
8904,StrongVoices,21,80,train,dev,0,0,0,0,0,3
8905,StrongVoices,21,81,train,dev,0,1,0,0,0,3
8906,StrongVoices,21,82,train,dev,0,0,0,0,0,3
8907,StrongVoices,21,83,train,dev,1,1,0,0,0,1
8908,StrongVoices,21,84,train,dev,0,0,0,0,0,3
8909,StrongVoices,21,85,train,dev,0,0,0,0,0,3
8910,StrongVoices,21,86,train,dev,1,1,0,0,1,2
8911,StrongVoices,21,87,train,dev,0,0,1,0,0,2
8912,StrongVoices,21,88,train,dev,1,1,0,0,1,1
8913,StrongVoices,21,89,train,dev,0,2,0,0,0,1
8914,StrongVoices,21,90,train,dev,0,2,0,2,1,0
8915,StrongVoices,21,91,train,dev,0,1,0,0,0,2
8916,StrongVoices,21,92,train,dev,0,1,0,0,0,2
8917,StrongVoices,21,93,train,dev,0,0,0,0,0,3
8918,StrongVoices,21,94,train,dev,0,0,0,0,0,3
8919,StrongVoices,21,95,train,dev,1,1,1,0,0,1
8920,StrongVoices,21,96,train,dev,0,2,0,0,0,1
8921,StrongVoices,21,97,train,dev,0,2,0,0,1,1
8922,StrongVoices,21,98,train,dev,0,1,0,0,0,2
8923,StrongVoices,21,99,train,dev,1,1,0,0,0,1
8924,StrongVoices,21,100,train,dev,0,1,0,0,0,2
8925,StrongVoices,21,101,train,dev,0,1,0,0,0,3
8926,StrongVoices,21,102,train,dev,0,0,0,0,0,3
8927,StrongVoices,21,103,train,dev,1,0,0,0,0,2
8928,StrongVoices,21,104,train,dev,0,2,0,0,0,1
8929,StrongVoices,21,105,train,dev,0,1,0,0,0,2
8930,StrongVoices,21,106,train,dev,2,1,2,0,0,0
8931,StrongVoices,21,107,train,dev,0,0,0,0,0,3
8932,StrongVoices,21,108,train,dev,2,1,0,0,1,1
8933,StrongVoices,21,109,train,dev,2,0,0,0,0,1
8934,StrongVoices,21,110,train,dev,1,0,0,0,1,2
8935,StrongVoices,21,111,train,dev,0,1,0,0,0,2
8936,StrongVoices,21,112,train,dev,0,2,0,0,0,1
8937,StrongVoices,21,113,train,dev,0,1,0,2,1,1
8938,StrongVoices,21,114,train,dev,0,0,0,0,0,3
8939,StrongVoices,21,115,train,dev,0,0,0,0,0,3
8940,StrongVoices,21,116,train,dev,2,0,0,0,0,1
8941,StrongVoices,21,117,train,dev,0,1,0,0,0,2
8942,StrongVoices,21,118,train,dev,1,1,1,0,0,1
8943,StrongVoices,21,119,train,dev,3,1,0,0,1,0
8944,StrongVoices,21,120,train,dev,0,1,0,0,0,2
8945,StrongVoices,21,121,train,dev,0,0,0,0,0,3
8946,StrongVoices,21,122,train,dev,1,1,0,0,1,2
8947,StrongVoices,21,123,train,dev,0,0,0,0,1,3
8948,StrongVoices,21,124,train,dev,0,1,0,0,0,2
8949,StrongVoices,21,125,train,dev,1,0,0,0,0,2
8950,StrongVoices,21,126,train,dev,0,0,0,0,0,3
8951,StrongVoices,21,127,train,dev,1,1,0,0,0,2
8952,StrongVoices,21,128,train,dev,1,1,0,0,0,2
8953,StrongVoices,21,129,train,dev,0,1,0,0,0,2
8954,StrongVoices,21,130,train,dev,0,2,0,0,0,1
8955,StrongVoices,21,131,train,dev,0,1,0,0,0,2
8956,StrongVoices,21,132,train,dev,0,1,2,0,1,0
8957,StrongVoices,21,133,train,dev,0,0,0,0,0,3
8958,StrongVoices,21,134,train,dev,0,1,0,0,0,2
8959,StrongVoices,21,135,train,dev,1,2,0,0,0,1
8960,StrongVoices,21,136,train,dev,0,2,0,0,2,1
8961,StrongVoices,21,137,train,dev,1,1,0,0,0,2
8962,StrongVoices,21,138,train,dev,0,2,0,0,0,1
8963,StrongVoices,21,139,train,dev,0,0,0,0,0,3
8964,StrongVoices,21,140,train,dev,0,0,0,0,0,3
8965,StrongVoices,21,141,train,dev,1,0,0,0,1,3
8966,StrongVoices,21,142,train,dev,0,1,0,0,2,2
8967,StrongVoices,21,143,train,dev,0,0,0,0,0,3
8968,StrongVoices,21,144,train,dev,1,0,0,0,0,3
8969,StrongVoices,21,145,train,dev,0,1,0,0,0,2
8970,StrongVoices,21,146,dev,train,1,1,0,0,0,1
8971,StrongVoices,21,147,train,dev,0,2,1,0,0,1
8972,StrongVoices,21,148,train,dev,0,1,0,0,0,2
8973,StrongVoices,21,149,train,dev,0,0,0,0,1,3
8974,StrongVoices,21,150,train,dev,3,0,0,0,0,0
8975,StrongVoices,21,151,train,dev,0,0,0,0,0,3
8976,StrongVoices,21,152,train,dev,1,0,2,0,2,1
8977,StrongVoices,21,153,train,dev,0,0,0,0,0,3
8978,StrongVoices,21,154,train,dev,1,2,0,1,0,0
8979,StrongVoices,21,155,train,dev,0,1,0,0,0,2
8980,StrongVoices,21,156,train,dev,0,1,0,0,0,2
8981,StrongVoices,21,157,train,dev,0,0,0,0,0,3
8982,StrongVoices,21,158,train,dev,0,1,0,0,0,2
8983,StrongVoices,21,159,train,dev,0,0,0,0,0,3
8984,StrongVoices,21,160,train,dev,0,2,0,0,1,1
8985,StrongVoices,21,161,train,dev,0,1,0,0,0,2
8986,StrongVoices,21,162,train,dev,0,1,1,2,1,0
8987,StrongVoices,21,163,train,dev,1,2,0,0,0,1
8988,StrongVoices,21,164,train,dev,0,1,0,0,0,2
8989,StrongVoices,21,165,train,dev,0,1,0,0,0,2
8990,StrongVoices,21,166,dev,train,1,1,0,0,1,2
8991,StrongVoices,21,167,dev,train,1,2,0,0,0,1
8992,StrongVoices,21,168,train,dev,0,0,0,0,0,3
8993,StrongVoices,21,169,train,dev,0,1,0,0,0,2
8994,StrongVoices,21,170,train,dev,1,1,0,0,1,1
8995,StrongVoices,21,171,train,dev,0,0,0,0,0,3
8996,StrongVoices,21,172,train,dev,0,2,0,3,1,0
8997,StrongVoices,21,173,train,dev,0,1,0,0,0,2
8998,StrongVoices,21,174,dev,train,1,0,0,0,0,2
8999,StrongVoices,21,175,dev,train,0,0,3,0,0,0
9000,StrongVoices,21,176,train,dev,0,1,0,0,0,2
9001,StrongVoices,21,177,train,dev,2,1,0,0,0,0
9002,StrongVoices,21,178,train,dev,0,1,0,0,0,2
9003,StrongVoices,21,179,train,dev,0,2,0,0,0,2
