Show,EpId,ClipId,Start,Stop,is_probably_host,speaker,clip_silhouette_score,SEP12k,SEP28k-E,SEP28k-T,SEP28k-D,Unsure,PoorAudioQuality,Prolongation,Block,SoundRep,WordRep,DifficultToUnderstand,Interjection,NoStutteredWords,NaturalPause,Music,NoSpeech,target_label,audio_path,EpId_clean,ClipId_clean
HeStutters,10,10,9579680,9627680,False,HeStutters_10_0,0.0270973220467567,train,test,train,dev,0,0,0,0,0,0,0,0,3,3,0,0,Fluent,../SEP-28k_CLIP/HeStutters/10/HeStutters_10_10.wav,10,10
MyStutteringLife,23,120,39350080,39398080,False,MyStutteringLife_23_1,0.6868476867675781,train,dev,dev,train,0,0,0,0,1,3,0,1,0,0,0,0,WordRep,../SEP-28k_CLIP/MyStutteringLife/23/MyStutteringLife_23_120.wav,23,120
MyStutteringLife,8,0,23409120,23457120,False,MyStutteringLife_8_1,0.648232638835907,train,test,train,dev,0,0,3,0,1,0,0,0,0,0,0,0,Prolongation,../SEP-28k_CLIP/MyStutteringLife/8/MyStutteringLife_8_0.wav,8,0
HVSA,2,88,19996480,20044480,True,TJ Travor,0.6158825159072876,train,test,train,dev,0,1,1,1,0,0,0,3,1,1,0,0,Interjection,../SEP-28k_CLIP/HVSA/2/HVSA_2_88.wav,2,88
WomenWhoStutter,87,94,17682880,17730880,True,Pamela Mertz,0.3050783574581146,,train,test,test,0,0,0,0,0,3,0,2,0,1,0,0,WordRep,../SEP-28k_CLIP/WomenWhoStutter/87/WomenWhoStutter_87_94.wav,87,94
WomenWhoStutter,96,31,10983200,11031200,True,Pamela Mertz,0.5197903513908386,,train,test,test,0,0,0,1,0,0,0,3,2,1,0,0,Interjection,../SEP-28k_CLIP/WomenWhoStutter/96/WomenWhoStutter_96_31.wav,96,31
HeStutters,23,7,40473440,40521440,True,Pamela Mertz,0.6641401052474976,,train,test,test,0,0,0,0,0,3,0,3,0,1,0,0,WordRep,../SEP-28k_CLIP/HeStutters/23/HeStutters_23_7.wav,23,7
WomenWhoStutter,86,105,10556320,10604320,False,WomenWhoStutter_86_0,0.2670904099941253,train,test,train,dev,0,0,1,1,0,0,0,3,1,1,0,0,Interjection,../SEP-28k_CLIP/WomenWhoStutter/86/WomenWhoStutter_86_105.wav,86,105
HeStutters,19,24,11820960,11868960,True,Pamela Mertz,0.1991474330425262,,train,test,test,0,0,0,1,0,0,0,3,2,2,0,0,Interjection,../SEP-28k_CLIP/HeStutters/19/HeStutters_19_24.wav,19,24
WomenWhoStutter,34,107,1619840,1667840,False,WomenWhoStutter_34_1,0.591594934463501,train,dev,dev,train,0,0,0,0,0,0,0,3,3,1,0,0,Interjection,../SEP-28k_CLIP/WomenWhoStutter/34/WomenWhoStutter_34_107.wav,34,107
StutterTalk,6,103,23792800,23840800,True,Peter Reitzes,0.0931056141853332,,train,test,test,0,0,0,0,3,0,1,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/StutterTalk/6/StutterTalk_6_103.wav,6,103
HeStutters,10,12,10755520,10803520,True,Pamela Mertz,0.1716591566801071,,train,test,test,0,0,0,0,0,3,0,0,0,1,0,0,WordRep,../SEP-28k_CLIP/HeStutters/10/HeStutters_10_12.wav,10,12
IStutterSoWhat,3,42,5243200,5291200,False,IStutterSoWhat_3_3,0.5233527421951294,train,test,train,dev,0,0,0,0,0,0,0,0,3,2,0,0,Fluent,../SEP-28k_CLIP/IStutterSoWhat/3/IStutterSoWhat_3_42.wav,3,42
StutteringIsCool,20,23,2645440,2693440,False,StutteringIsCool_20_0,0.0211091507226228,train,dev,dev,train,0,0,0,0,0,0,0,3,3,0,0,0,Interjection,../SEP-28k_CLIP/StutteringIsCool/20/StutteringIsCool_20_23.wav,20,23
MyStutteringLife,30,51,2306240,2354240,True,Pedro Peña,,,train,test,test,0,0,3,0,0,0,0,0,0,0,0,0,Prolongation,../SEP-28k_CLIP/MyStutteringLife/30/MyStutteringLife_30_51.wav,30,51
MyStutteringLife,32,154,1018880,1066880,True,Pedro Peña,,,train,test,test,0,0,0,0,0,0,0,0,3,1,0,0,Fluent,../SEP-28k_CLIP/MyStutteringLife/32/MyStutteringLife_32_154.wav,32,154
StrongVoices,4,2,28082240,28130240,False,StrongVoices_4_1,0.6229282021522522,train,test,train,dev,0,0,3,1,0,0,0,1,0,0,0,0,Prolongation,../SEP-28k_CLIP/StrongVoices/4/StrongVoices_4_2.wav,4,2
WomenWhoStutter,29,34,26381760,26429760,True,Pamela Mertz,0.4006038904190063,,train,test,test,0,0,0,0,0,0,0,0,3,1,0,0,Fluent,../SEP-28k_CLIP/WomenWhoStutter/29/WomenWhoStutter_29_34.wav,29,34
WomenWhoStutter,19,203,2650560,2698560,True,Pamela Mertz,0.4962646961212158,,train,test,test,0,0,1,0,3,0,0,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/WomenWhoStutter/19/WomenWhoStutter_19_203.wav,19,203
HeStutters,15,101,14361280,14409280,True,Pamela Mertz,0.5333555936813354,,train,test,test,0,0,3,2,0,0,0,0,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/15/HeStutters_15_101.wav,15,101
WomenWhoStutter,15,37,24509280,24557280,True,Pamela Mertz,0.4659585356712341,,train,test,test,0,0,0,1,3,0,1,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/WomenWhoStutter/15/WomenWhoStutter_15_37.wav,15,37
StutteringIsCool,82,90,731520,779520,True,Daniele Rossi,0.2059339582920074,,train,test,test,0,0,0,0,3,0,1,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/StutteringIsCool/82/StutteringIsCool_82_90.wav,82,90
StutteringIsCool,68,16,9925600,9973600,True,Daniele Rossi,0.4335994720458984,,train,test,test,0,0,3,1,0,0,0,0,0,0,0,0,Prolongation,../SEP-28k_CLIP/StutteringIsCool/68/StutteringIsCool_68_16.wav,68,16
WomenWhoStutter,20,19,16990400,17038400,True,Pamela Mertz,0.539243221282959,,train,test,test,0,0,0,0,0,3,0,1,0,0,0,0,WordRep,../SEP-28k_CLIP/WomenWhoStutter/20/WomenWhoStutter_20_19.wav,20,19
MyStutteringLife,1,6,10164480,10212480,True,Pedro Peña,0.5898448824882507,,train,test,test,0,0,0,0,0,0,1,0,3,0,0,0,Fluent,../SEP-28k_CLIP/MyStutteringLife/1/MyStutteringLife_1_6.wav,1,6
StutterTalk,26,119,49031360,49079360,True,Peter Reitzes,0.5465960502624512,,train,test,test,0,0,1,1,0,0,0,3,1,2,0,0,Interjection,../SEP-28k_CLIP/StutterTalk/26/StutterTalk_26_119.wav,26,119
HeStutters,23,57,11663520,11711520,False,HeStutters_23_1,0.2554128468036651,train,dev,dev,train,0,0,0,0,3,0,1,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/23/HeStutters_23_57.wav,23,57
WomenWhoStutter,56,25,6440480,6488480,False,WomenWhoStutter_56_1,-0.0582047626376152,train,dev,dev,train,0,0,1,3,0,0,0,3,0,0,0,0,Block,../SEP-28k_CLIP/WomenWhoStutter/56/WomenWhoStutter_56_25.wav,56,25
WomenWhoStutter,74,44,8000640,8048640,True,Pamela Mertz,0.605220377445221,,train,test,test,0,0,0,1,0,0,0,3,2,1,0,0,Interjection,../SEP-28k_CLIP/WomenWhoStutter/74/WomenWhoStutter_74_44.wav,74,44
HeStutters,11,173,29937920,29985920,True,Pamela Mertz,0.5257351994514465,,train,test,test,0,0,2,0,1,3,0,3,0,1,0,0,WordRep,../SEP-28k_CLIP/HeStutters/11/HeStutters_11_173.wav,11,173
StutterTalk,27,28,48887680,48935680,True,Peter Reitzes,0.3554626703262329,,train,test,test,0,0,0,0,0,0,1,0,3,0,0,0,Fluent,../SEP-28k_CLIP/StutterTalk/27/StutterTalk_27_28.wav,27,28
StutteringIsCool,17,13,1348960,1396960,False,StutteringIsCool_17_1,0.1796915531158447,train,test,train,dev,0,0,0,0,0,0,0,0,3,0,0,0,Fluent,../SEP-28k_CLIP/StutteringIsCool/17/StutteringIsCool_17_13.wav,17,13
StutteringIsCool,31,33,7593280,7641280,True,Daniele Rossi,,,train,test,test,0,0,1,0,0,0,0,3,2,0,0,0,Interjection,../SEP-28k_CLIP/StutteringIsCool/31/StutteringIsCool_31_33.wav,31,33
StutterTalk,36,8,10574240,10622240,True,Peter Reitzes,0.2055108547210693,,train,test,test,0,0,0,0,0,0,0,0,3,0,0,0,Fluent,../SEP-28k_CLIP/StutterTalk/36/StutterTalk_36_8.wav,36,8
WomenWhoStutter,19,191,23190880,23238880,True,Pamela Mertz,0.5150556564331055,,train,test,test,0,0,0,3,1,0,0,0,0,0,0,0,Block,../SEP-28k_CLIP/WomenWhoStutter/19/WomenWhoStutter_19_191.wav,19,191
StrongVoices,18,27,16642560,16690560,False,StrongVoices_18_0,0.6666761040687561,train,dev,dev,train,0,0,3,2,0,0,0,0,0,0,0,0,Prolongation,../SEP-28k_CLIP/StrongVoices/18/StrongVoices_18_27.wav,18,27
StutteringIsCool,4,10,10853920,10901920,False,StutteringIsCool_4_0,0.2776214182376861,train,dev,dev,train,0,0,1,3,0,0,0,0,0,2,0,0,Block,../SEP-28k_CLIP/StutteringIsCool/4/StutteringIsCool_4_10.wav,4,10
StutterTalk,40,28,40867360,40915360,True,Peter Reitzes,0.5973064303398132,,train,test,test,0,0,0,0,0,3,0,0,0,0,0,0,WordRep,../SEP-28k_CLIP/StutterTalk/40/StutterTalk_40_28.wav,40,28
MyStutteringLife,7,167,42331680,42379680,False,MyStutteringLife_7_0,0.7071161866188049,train,dev,dev,train,0,0,0,0,3,0,0,0,0,1,0,0,SoundRep,../SEP-28k_CLIP/MyStutteringLife/7/MyStutteringLife_7_167.wav,7,167
HeStutters,20,246,32281760,32329760,True,Pamela Mertz,0.4939591288566589,,train,test,test,0,1,0,0,0,0,1,0,3,0,0,0,Fluent,../SEP-28k_CLIP/HeStutters/20/HeStutters_20_246.wav,20,246
WomenWhoStutter,97,189,34057920,34105920,False,WomenWhoStutter_97_1,0.602571427822113,train,test,train,dev,0,0,0,0,0,3,0,0,0,1,0,0,WordRep,../SEP-28k_CLIP/WomenWhoStutter/97/WomenWhoStutter_97_189.wav,97,189
StutterTalk,51,12,10643040,10691040,True,Peter Reitzes,0.4160074591636657,,train,test,test,0,0,0,0,1,0,0,3,2,0,0,0,Interjection,../SEP-28k_CLIP/StutterTalk/51/StutterTalk_51_12.wav,51,12
StutterTalk,54,33,27100800,27148800,False,StutterTalk_54_0,0.4389670193195343,train,test,train,dev,0,0,0,0,1,0,1,3,2,1,0,0,Interjection,../SEP-28k_CLIP/StutterTalk/54/StutterTalk_54_33.wav,54,33
IStutterSoWhat,1,74,6355840,6403840,True,Evan Sherman,,train,dev,dev,train,0,0,2,2,3,0,1,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/IStutterSoWhat/1/IStutterSoWhat_1_74.wav,1,74
HeStutters,20,169,22306720,22354720,True,Pamela Mertz,0.4599284827709198,,train,test,test,0,1,2,0,0,0,0,3,1,0,0,0,Interjection,../SEP-28k_CLIP/HeStutters/20/HeStutters_20_169.wav,20,169
HVSA,0,72,3577440,3625440,True,TJ Travor,,train,test,train,dev,0,0,0,0,0,0,0,3,3,1,0,0,Interjection,../SEP-28k_CLIP/HVSA/0/HVSA_0_72.wav,0,72
MyStutteringLife,35,15,66818240,66866240,True,Pedro Peña,,,train,test,test,0,0,0,0,3,0,0,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/MyStutteringLife/35/MyStutteringLife_35_15.wav,35,15
MyStutteringLife,34,20,4045920,4093920,True,Pedro Peña,,,train,test,test,0,0,0,0,0,0,0,0,3,0,0,0,Fluent,../SEP-28k_CLIP/MyStutteringLife/34/MyStutteringLife_34_20.wav,34,20
WomenWhoStutter,100,15,16960960,17008960,False,WomenWhoStutter_100_1,0.5936774611473083,train,dev,dev,train,0,0,3,0,0,0,0,0,0,0,0,0,Prolongation,../SEP-28k_CLIP/WomenWhoStutter/100/WomenWhoStutter_100_15.wav,100,15
HVSA,2,63,17074880,17122880,False,HVSA_2_0,0.3783175647258758,train,test,train,dev,0,1,0,0,0,0,1,3,3,2,0,0,Interjection,../SEP-28k_CLIP/HVSA/2/HVSA_2_63.wav,2,63
WomenWhoStutter,33,16,13815200,13863200,True,Pamela Mertz,0.3046844005584717,,train,test,test,0,0,0,0,0,0,0,3,3,0,0,0,Interjection,../SEP-28k_CLIP/WomenWhoStutter/33/WomenWhoStutter_33_16.wav,33,16
IStutterSoWhat,2,189,17178400,17226400,False,IStutterSoWhat_2_1,0.3198069632053375,train,dev,dev,train,0,0,0,3,1,0,3,0,0,0,0,0,Block,../SEP-28k_CLIP/IStutterSoWhat/2/IStutterSoWhat_2_189.wav,2,189
WomenWhoStutter,18,27,23664480,23712480,True,Pamela Mertz,0.4393659830093384,,train,test,test,0,0,0,1,0,0,0,3,3,1,0,0,Interjection,../SEP-28k_CLIP/WomenWhoStutter/18/WomenWhoStutter_18_27.wav,18,27
StutterTalk,80,27,1491520,1539520,False,StutterTalk_80_1,0.1060350537300109,train,test,train,dev,0,0,0,0,0,0,0,0,3,0,3,0,Fluent,../SEP-28k_CLIP/StutterTalk/80/StutterTalk_80_27.wav,80,27
WomenWhoStutter,49,19,9841120,9889120,True,Pamela Mertz,0.4048191905021667,,train,test,test,0,0,0,0,0,3,0,2,0,0,0,0,WordRep,../SEP-28k_CLIP/WomenWhoStutter/49/WomenWhoStutter_49_19.wav,49,19
StutterTalk,33,58,14221280,14269280,True,Peter Reitzes,0.4343852698802948,,train,test,test,0,0,0,0,3,0,0,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/StutterTalk/33/StutterTalk_33_58.wav,33,58
HeStutters,11,54,7887680,7935680,False,HeStutters_11_0,0.5768011808395386,train,test,train,dev,0,0,0,0,3,0,0,3,0,1,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/11/HeStutters_11_54.wav,11,54
MyStutteringLife,30,115,952000,1000000,True,Pedro Peña,,,train,test,test,0,0,0,0,0,0,0,0,3,1,0,0,Fluent,../SEP-28k_CLIP/MyStutteringLife/30/MyStutteringLife_30_115.wav,30,115
WomenWhoStutter,99,198,26999680,27047680,True,Pamela Mertz,0.5197747349739075,,train,test,test,0,0,1,0,0,3,0,3,0,0,0,0,WordRep,../SEP-28k_CLIP/WomenWhoStutter/99/WomenWhoStutter_99_198.wav,99,198
HVSA,3,133,35882400,35930400,False,HVSA_3_1,0.4185154736042022,train,dev,dev,train,0,0,1,0,0,0,1,3,2,0,0,0,Interjection,../SEP-28k_CLIP/HVSA/3/HVSA_3_133.wav,3,133
HVSA,1,169,9691840,9739840,True,TJ Travor,0.6160188317298889,train,test,train,dev,0,0,1,0,0,0,1,3,2,0,0,0,Interjection,../SEP-28k_CLIP/HVSA/1/HVSA_1_169.wav,1,169
WomenWhoStutter,42,71,36391520,36439520,True,Pamela Mertz,0.2234666049480438,,train,test,test,1,0,0,3,0,0,0,0,1,0,0,0,Block,../SEP-28k_CLIP/WomenWhoStutter/42/WomenWhoStutter_42_71.wav,42,71
WomenWhoStutter,8,4,34622080,34670080,True,Pamela Mertz,0.1592018157243728,,train,test,test,0,0,0,1,0,0,0,3,2,1,0,0,Interjection,../SEP-28k_CLIP/WomenWhoStutter/8/WomenWhoStutter_8_4.wav,8,4
MyStutteringLife,23,86,33830400,33878400,False,MyStutteringLife_23_1,0.1727403998374939,train,dev,dev,train,0,0,1,3,0,0,1,1,0,0,0,0,Block,../SEP-28k_CLIP/MyStutteringLife/23/MyStutteringLife_23_86.wav,23,86
StutterTalk,34,21,17881280,17929280,False,StutterTalk_34_2,0.1988410055637359,train,dev,dev,train,0,0,0,3,1,0,2,0,0,0,0,0,Block,../SEP-28k_CLIP/StutterTalk/34/StutterTalk_34_21.wav,34,21
StutteringIsCool,21,37,26399680,26447680,False,StutteringIsCool_21_1,0.5063076019287109,train,dev,dev,train,0,0,0,0,0,0,1,0,3,0,0,0,Fluent,../SEP-28k_CLIP/StutteringIsCool/21/StutteringIsCool_21_37.wav,21,37
WomenWhoStutter,21,69,9207360,9255360,True,Pamela Mertz,0.5097736716270447,,train,test,test,0,0,0,0,0,0,2,0,3,0,0,0,Fluent,../SEP-28k_CLIP/WomenWhoStutter/21/WomenWhoStutter_21_69.wav,21,69
WomenWhoStutter,1,148,27548160,27596160,True,Pamela Mertz,0.5349794030189514,,train,test,test,1,0,0,1,3,0,1,3,0,0,0,0,SoundRep,../SEP-28k_CLIP/WomenWhoStutter/1/WomenWhoStutter_1_148.wav,1,148
StrongVoices,21,68,5886880,5934880,False,StrongVoices_21_0,0.7349206805229187,train,test,train,dev,0,0,0,0,0,0,1,0,3,1,0,0,Fluent,../SEP-28k_CLIP/StrongVoices/21/StrongVoices_21_68.wav,21,68
StutteringIsCool,46,66,11972640,12020640,True,Daniele Rossi,0.5766556859016418,,train,test,test,0,0,0,0,0,0,0,3,3,1,0,0,Interjection,../SEP-28k_CLIP/StutteringIsCool/46/StutteringIsCool_46_66.wav,46,66
WomenWhoStutter,84,1,6065600,6113600,True,Pamela Mertz,0.5009621977806091,,train,test,test,0,0,0,0,0,0,0,3,3,0,0,0,Interjection,../SEP-28k_CLIP/WomenWhoStutter/84/WomenWhoStutter_84_1.wav,84,1
WomenWhoStutter,1,24,6213280,6261280,True,Pamela Mertz,0.4695383608341217,,train,test,test,0,0,0,1,1,0,0,3,1,0,0,0,Interjection,../SEP-28k_CLIP/WomenWhoStutter/1/WomenWhoStutter_1_24.wav,1,24
WomenWhoStutter,83,39,33337760,33385760,True,Pamela Mertz,0.6656187176704407,,train,test,test,0,0,2,1,0,0,1,3,0,1,0,0,Interjection,../SEP-28k_CLIP/WomenWhoStutter/83/WomenWhoStutter_83_39.wav,83,39
StutterTalk,26,142,59324960,59372960,True,Peter Reitzes,0.4717200696468353,,train,test,test,0,0,0,1,0,0,0,3,2,2,0,0,Interjection,../SEP-28k_CLIP/StutterTalk/26/StutterTalk_26_142.wav,26,142
WomenWhoStutter,38,35,30008480,30056480,True,Pamela Mertz,0.4933106601238251,,train,test,test,0,0,3,0,0,0,0,0,0,1,0,0,Prolongation,../SEP-28k_CLIP/WomenWhoStutter/38/WomenWhoStutter_38_35.wav,38,35
WomenWhoStutter,57,78,6047840,6095840,True,Pamela Mertz,0.4968515336513519,,train,test,test,0,0,1,1,0,1,1,3,1,0,0,0,Interjection,../SEP-28k_CLIP/WomenWhoStutter/57/WomenWhoStutter_57_78.wav,57,78
StutteringIsCool,31,38,9101120,9149120,True,Daniele Rossi,,,train,test,test,0,0,0,0,0,0,0,3,3,0,0,0,Interjection,../SEP-28k_CLIP/StutteringIsCool/31/StutteringIsCool_31_38.wav,31,38
StutterTalk,26,177,69020800,69068800,False,StutterTalk_26_1,0.5620926022529602,train,test,train,dev,0,0,1,0,0,0,0,3,2,1,0,0,Interjection,../SEP-28k_CLIP/StutterTalk/26/StutterTalk_26_177.wav,26,177
StutteringIsCool,2,37,41102720,41150720,False,StutteringIsCool_2_0,0.7760081887245178,train,dev,dev,train,0,0,0,0,0,3,0,1,0,0,0,0,WordRep,../SEP-28k_CLIP/StutteringIsCool/2/StutteringIsCool_2_37.wav,2,37
HeStutters,21,204,33858400,33906400,True,Pamela Mertz,0.6023698449134827,,train,test,test,0,0,0,0,0,0,0,0,3,0,0,0,Fluent,../SEP-28k_CLIP/HeStutters/21/HeStutters_21_204.wav,21,204
WomenWhoStutter,2,144,26837920,26885920,False,WomenWhoStutter_2_0,0.2848078608512878,train,test,train,dev,0,0,1,0,0,0,0,3,2,1,0,0,Interjection,../SEP-28k_CLIP/WomenWhoStutter/2/WomenWhoStutter_2_144.wav,2,144
WomenWhoStutter,14,74,1463040,1511040,False,WomenWhoStutter_14_1,0.748054563999176,train,test,train,dev,0,0,0,0,0,0,0,0,3,1,0,0,Fluent,../SEP-28k_CLIP/WomenWhoStutter/14/WomenWhoStutter_14_74.wav,14,74
WomenWhoStutter,44,24,18295360,18343360,True,Pamela Mertz,0.4681256413459778,,train,test,test,0,0,1,0,0,0,0,3,2,0,0,0,Interjection,../SEP-28k_CLIP/WomenWhoStutter/44/WomenWhoStutter_44_24.wav,44,24
WomenWhoStutter,11,30,8465440,8513440,True,Pamela Mertz,0.5330667495727539,,train,test,test,0,0,1,0,0,0,0,3,2,0,0,0,Interjection,../SEP-28k_CLIP/WomenWhoStutter/11/WomenWhoStutter_11_30.wav,11,30
StutterTalk,77,9,4732960,4780960,True,Reuben Schuff,0.3850215375423431,train,test,train,dev,0,0,2,1,2,3,0,1,0,0,0,0,WordRep,../SEP-28k_CLIP/StutterTalk/77/StutterTalk_77_9.wav,77,9
HVSA,1,7,10744800,10792800,False,HVSA_1_0,0.6069419384002686,train,dev,dev,train,0,1,0,1,0,0,1,3,2,0,0,0,Interjection,../SEP-28k_CLIP/HVSA/1/HVSA_1_7.wav,1,7
WomenWhoStutter,22,39,25236800,25284800,True,Pamela Mertz,0.3758240342140198,,train,test,test,0,0,2,2,0,3,2,0,0,0,0,0,WordRep,../SEP-28k_CLIP/WomenWhoStutter/22/WomenWhoStutter_22_39.wav,22,39
WomenWhoStutter,0,98,39991360,40039360,False,WomenWhoStutter_0_0,0.4106951653957367,train,dev,dev,train,0,0,0,0,0,0,0,0,3,0,0,3,Fluent,../SEP-28k_CLIP/WomenWhoStutter/0/WomenWhoStutter_0_98.wav,0,98
StutterTalk,2,2,48054400,48102400,True,Peter Reitzes,0.6119014620780945,,train,test,test,0,0,0,0,0,3,0,0,0,1,0,0,WordRep,../SEP-28k_CLIP/StutterTalk/2/StutterTalk_2_2.wav,2,2
IStutterSoWhat,3,13,3191840,3239840,False,IStutterSoWhat_3_3,0.7600992321968079,train,test,train,dev,0,0,0,1,0,0,0,3,2,1,0,0,Interjection,../SEP-28k_CLIP/IStutterSoWhat/3/IStutterSoWhat_3_13.wav,3,13
StutteringIsCool,18,1,12303200,12351200,False,StutteringIsCool_18_1,0.6100873351097107,train,test,train,dev,0,0,0,0,0,1,0,3,3,1,0,0,Interjection,../SEP-28k_CLIP/StutteringIsCool/18/StutteringIsCool_18_1.wav,18,1
WomenWhoStutter,2,76,2601600,2649600,False,WomenWhoStutter_2_0,0.2742194831371307,train,test,train,dev,0,0,0,0,0,0,0,3,3,0,0,0,Interjection,../SEP-28k_CLIP/WomenWhoStutter/2/WomenWhoStutter_2_76.wav,2,76
StutteringIsCool,76,27,25820800,25868800,True,Daniele Rossi,0.501522421836853,,train,test,test,0,0,0,1,0,3,0,2,0,0,0,0,WordRep,../SEP-28k_CLIP/StutteringIsCool/76/StutteringIsCool_76_27.wav,76,27
HeStutters,15,71,8531200,8579200,True,Pamela Mertz,0.4770436584949493,,train,test,test,0,1,2,1,0,0,0,3,1,0,0,0,Interjection,../SEP-28k_CLIP/HeStutters/15/HeStutters_15_71.wav,15,71
WomenWhoStutter,101,203,37636800,37684800,False,WomenWhoStutter_101_1,0.5739929676055908,train,dev,dev,train,0,0,0,0,0,0,0,0,3,2,0,0,Fluent,../SEP-28k_CLIP/WomenWhoStutter/101/WomenWhoStutter_101_203.wav,101,203
StutterTalk,68,18,52196640,52244640,True,Chaya Goldstein,0.4719470739364624,train,dev,dev,train,0,0,2,0,0,0,0,3,1,0,0,0,Interjection,../SEP-28k_CLIP/StutterTalk/68/StutterTalk_68_18.wav,68,18
WomenWhoStutter,97,63,11840480,11888480,False,WomenWhoStutter_97_1,0.5642597079277039,train,test,train,dev,0,0,0,1,0,0,0,3,2,0,0,0,Interjection,../SEP-28k_CLIP/WomenWhoStutter/97/WomenWhoStutter_97_63.wav,97,63
WomenWhoStutter,43,33,31293760,31341760,True,Pamela Mertz,0.6526152491569519,,train,test,test,0,0,0,0,0,0,0,3,3,0,0,0,Interjection,../SEP-28k_CLIP/WomenWhoStutter/43/WomenWhoStutter_43_33.wav,43,33
HeStutters,5,74,14832800,14880800,True,Pamela Mertz,0.5253087282180786,,train,test,test,0,0,0,1,0,3,0,2,0,0,0,0,WordRep,../SEP-28k_CLIP/HeStutters/5/HeStutters_5_74.wav,5,74
StutteringIsCool,56,3,9859680,9907680,True,Daniele Rossi,0.4122557044029236,,train,test,test,0,0,3,0,0,0,0,1,0,1,0,0,Prolongation,../SEP-28k_CLIP/StutteringIsCool/56/StutteringIsCool_56_3.wav,56,3
StutteringIsCool,23,34,35001440,35049440,,,,,test,train,dev,0,0,1,0,0,0,0,3,2,0,0,0,Interjection,../SEP-28k_CLIP/StutteringIsCool/23/StutteringIsCool_23_34.wav,23,34
WomenWhoStutter,90,23,28281600,28329600,True,Pamela Mertz,0.373347133398056,,train,test,test,0,0,0,1,0,3,0,0,0,1,0,0,WordRep,../SEP-28k_CLIP/WomenWhoStutter/90/WomenWhoStutter_90_23.wav,90,23
WomenWhoStutter,39,20,4069280,4117280,True,Pamela Mertz,0.4533361792564392,,train,test,test,0,0,3,1,0,0,0,3,0,1,0,0,Prolongation,../SEP-28k_CLIP/WomenWhoStutter/39/WomenWhoStutter_39_20.wav,39,20
WomenWhoStutter,18,10,12469280,12517280,True,Pamela Mertz,0.1917226761579513,,train,test,test,0,0,0,0,0,0,2,3,3,0,0,0,Interjection,../SEP-28k_CLIP/WomenWhoStutter/18/WomenWhoStutter_18_10.wav,18,10
WomenWhoStutter,88,60,10227520,10275520,True,Pamela Mertz,0.524143636226654,,train,test,test,0,0,1,0,0,3,0,0,0,0,0,0,WordRep,../SEP-28k_CLIP/WomenWhoStutter/88/WomenWhoStutter_88_60.wav,88,60
WomenWhoStutter,101,26,42334560,42382560,False,WomenWhoStutter_101_1,0.5992282032966614,train,dev,dev,train,0,0,0,0,0,0,0,0,3,1,0,0,Fluent,../SEP-28k_CLIP/WomenWhoStutter/101/WomenWhoStutter_101_26.wav,101,26
WomenWhoStutter,14,141,18518400,18566400,True,Pamela Mertz,0.5181151628494263,,train,test,test,0,0,0,0,0,0,1,0,3,1,0,0,Fluent,../SEP-28k_CLIP/WomenWhoStutter/14/WomenWhoStutter_14_141.wav,14,141
WomenWhoStutter,97,195,36139200,36187200,False,WomenWhoStutter_97_1,0.5283036231994629,train,test,train,dev,0,0,1,0,0,0,0,3,2,1,0,0,Interjection,../SEP-28k_CLIP/WomenWhoStutter/97/WomenWhoStutter_97_195.wav,97,195
StutteringIsCool,57,19,4256800,4304800,False,StutteringIsCool_57_0,0.661760151386261,train,dev,dev,train,0,0,0,0,0,0,0,0,3,2,0,0,Fluent,../SEP-28k_CLIP/StutteringIsCool/57/StutteringIsCool_57_19.wav,57,19
WomenWhoStutter,90,0,56295680,56343680,False,WomenWhoStutter_90_1,0.6194255948066711,train,test,train,dev,0,0,0,0,0,0,0,3,3,0,0,0,Interjection,../SEP-28k_CLIP/WomenWhoStutter/90/WomenWhoStutter_90_0.wav,90,0
WomenWhoStutter,86,93,9447200,9495200,True,Pamela Mertz,0.1156717464327812,,train,test,test,0,0,0,0,0,3,0,1,0,1,0,0,WordRep,../SEP-28k_CLIP/WomenWhoStutter/86/WomenWhoStutter_86_93.wav,86,93
StutteringIsCool,3,25,16329600,16377600,True,Daniele Rossi,0.538296103477478,,train,test,test,0,0,0,0,0,0,0,0,3,1,0,0,Fluent,../SEP-28k_CLIP/StutteringIsCool/3/StutteringIsCool_3_25.wav,3,25
MyStutteringLife,35,14,65870720,65918720,True,Pedro Peña,,,train,test,test,0,0,3,0,0,0,0,1,0,0,0,0,Prolongation,../SEP-28k_CLIP/MyStutteringLife/35/MyStutteringLife_35_14.wav,35,14
HeStutters,23,37,45121120,45169120,True,Pamela Mertz,0.6616462469100952,,train,test,test,0,0,0,0,0,3,0,1,0,0,0,0,WordRep,../SEP-28k_CLIP/HeStutters/23/HeStutters_23_37.wav,23,37
